Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Materialwissenschaft und Werkstofftechnik,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Maternal & Child Nutrition,Wiley,OA,,2200,2400,2900,2990,2990
Maternal & Child Nutrition,Wiley,Hybrid,3350,,,,,3350
Mathematical Finance,Wiley,Hybrid,2500,2650,2650,2950,3040,3040
Mathematical Logic Quarterly,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Mathematical Methods in the Applied Sciences,Wiley,Hybrid,3000,3100,3100,3700,3810,3810
Mathematical Problems in Engineering,Wiley,OA,,,,,2356,2356
Mathematika,Wiley,Hybrid,,2250,2600,2950,3090,3090
Mathematische Nachrichten,Wiley,Hybrid,2083,2083,2083,2550,2630,2630
MedComm,Wiley,OA,,,2221,2221,2221,2221
Mediators of Inflammation,Wiley,OA,,,,,2356,2356
Medical Anthropology Quarterly,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Medical Devices & Sensors,Wiley,Hybrid,2500,2500,2500,,,2500
Medical Education,Wiley,Hybrid,3583,3583,3583,4100,4230,4230
Medical Journal of Australia,Wiley,Hybrid,,2115,2115,2550,2630,2630
Medical Physics,Wiley,Hybrid,2250,2250,2450,2450,2520,2520
Medical and Veterinary Entomology,Wiley,Hybrid,2500,3000,3000,3100,3100,3100
Medicinal Research Reviews,Wiley,Hybrid,2500,3000,3300,3850,3970,3970
Mental Health Science,Wiley,OA,,,,2025,2025,2025
Metaphilosophy,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Meteoritics & Planetary Science,Wiley,Hybrid,1900,2300,2700,2700,2780,2780
Meteorological Applications,Wiley,Hybrid,2500,,,,,2500
Meteorological Applications,Wiley,OA,,1700,1900,2100,2310,2310
Methods in Ecology and Evolution,Wiley,Hybrid,2500,2500,2500,2750,,2750
Methods in Ecology and Evolution,Wiley,OA,,,,,2950,2950
Metroeconomica,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Micro & Nano Letters,Wiley,OA,,,2000,2000,2000,2000
Microbial Biotechnology,Wiley,OA,2100,2100,2100,2300,2530,2530
Microbiology and Immunology,Wiley,Hybrid,2250,2250,2250,2300,2300,2300
MicrobiologyOpen,Wiley,OA,1820,2200,2200,2250,2410,2410
Microcirculation,Wiley,Hybrid,2750,2750,2750,2900,2980,2980
Microscopy Research and Technique,Wiley,Hybrid,2583,2583,2583,3150,3240,3240
Microsurgery,Wiley,Hybrid,2500,2750,2750,2800,2880,2880
Microwave and Optical Technology Letters,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Middle East Policy,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Midwest Studies In Philosophy,Wiley,Hybrid,,2083,,,,2083
Milton Quarterly,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Mind & Language,Wiley,Hybrid,2667,2667,2667,3050,3140,3140
"Mind, Brain, and Education",Wiley,Hybrid,2400,2400,2400,2600,2670,2670
Minimally Invasive Surgery,Wiley,OA,,,,,854,854
Mobile Information Systems,Wiley,OA,,,,,2356,2356
Modelling and Simulation in Engineering,Wiley,OA,,,,,854,854
Modern Agriculture,Wiley,OA,,,,,3500,3500
Modern Law Review,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Modern Theology,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Molecular Carcinogenesis,Wiley,Hybrid,3350,3350,3350,3450,3550,3550
Molecular Ecology,Wiley,Hybrid,3700,3700,3700,4200,4320,4320
Molecular Ecology Resources,Wiley,Hybrid,3600,3600,3600,4050,4170,4170
Molecular Genetics & Genomic Medicine,Wiley,OA,1636,1636,1800,2000,2000,2000
Molecular Informatics,Wiley,Hybrid,2500,2500,2750,2800,2880,2880
Molecular Microbiology,Wiley,Hybrid,2786,2786,2786,3350,3450,3450
Molecular Nutrition & Food Research,Wiley,Hybrid,3150,3150,3500,3550,3660,3660
Molecular Oncology,Wiley,OA,2705,3250,3250,3450,3550,3550
Molecular Oral Microbiology,Wiley,Hybrid,3083,3083,3083,3100,3190,3190
Molecular Plant Pathology,Wiley,OA,1980,1980,2200,2650,2650,2650
Molecular Reproduction & Development,Wiley,Hybrid,3000,3000,3000,3250,3350,3350
Molecular Systems Biology,Wiley,OA,3300,3850,4500,4800,4800,4800
Monographs of the Society for Research in Child Development,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
Movement Disorders,Wiley,Hybrid,2500,2750,2750,3300,3400,3400
Movement Disorders Clinical Practice(Electronic),Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Multiple Sclerosis International,Wiley,OA,,,,,854,854
Muscle & Nerve,Wiley,Hybrid,2833,2833,3100,3650,3760,3760
Musculoskeletal Care,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
Museum Anthropology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Music Analysis,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Mycoses,Wiley,Hybrid,3400,3400,3400,3450,3560,3560
NMR in Biomedicine,Wiley,Hybrid,3583,3583,3583,4150,4270,4270
Nano Select,Wiley,OA,,,2000,2000,2200,2200
Nanoselect,Wiley,OA,,2000,,,,2000
Nations and Nationalism,Wiley,Hybrid,2083,2083,2300,2750,2830,2830
Natural Resource Modeling,Wiley,Hybrid,2400,2400,,,,2400
Natural Resource Modeling,Wiley,OA,,,1600,1600,1760,1760
Natural Resources Forum,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Natural Sciences Education,Wiley,Hybrid,,830,900,900,1040,1040
Naval Research Logistics,Wiley,Hybrid,2083,2250,2250,2700,2780,2780
Navigation,Wiley,Hybrid,2700,2700,2700,,,2700
Near Surface Geophysics,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Negotiation Journal,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Negotiation and Conflict Management Research,Wiley,Hybrid,2100,2100,,,,2100
Nephrology,Wiley,Hybrid,2750,3000,3000,3050,3140,3140
Networks,Wiley,Hybrid,2083,2083,2300,2750,2830,2830
Neural Plasticity,Wiley,OA,,,,,2195,2195
Neurogastroenterology & Motility,Wiley,Hybrid,2900,3400,3400,3750,3870,3870
Neurology Research International,Wiley,OA,,,,,854,854
Neurology and Clinical Neuroscience,Wiley,Hybrid,2083,2083,2083,2200,2270,2270
Neuromodulation,Wiley,Hybrid,3167,3167,3400,,,3400
Neuropathology,Wiley,Hybrid,2083,2500,2500,2650,2730,2730
Neuropathology and Applied Neurobiology,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Neuroprotection,Wiley,OA,,,,2534,2534,2534
Neuropsychopharmacology Reports,Wiley,OA,,2093,2093,2093,2093,2093
Neuroscience Next,Wiley,OA,4250,4250,4250,,,4250
Neurourology and Urodynamics,Wiley,Hybrid,3417,3417,3417,3650,3760,3760
New Blackfriars,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
New Directions for Adult and Continuing Education,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
New Directions for Child and Adolescent Development,Wiley,OA,,,,,1340,1340
New Directions for Child and Adolescent Development,Wiley,Hybrid,2500,2500,2500,2800,,2800
New Directions for Community Colleges,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
New Directions for Evaluation,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
New Directions for Higher Education,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
New Directions for Institutional Research,Wiley,Hybrid,2500,2500,2500,,,2500
New Directions for Student Leadership,Wiley,Hybrid,,2000,2000,2550,2630,2630
New Directions for Student Services,Wiley,Hybrid,,2500,2500,2550,2630,2630
New Directions for Teaching and Learning,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
New Phytologist,Wiley,Hybrid,2500,2500,2500,4400,4620,4620
"New Technology, Work and Employment",Wiley,Hybrid,2417,2417,2417,2900,2990,2990
New Zealand Geographer,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Nonprofit Management and Leadership,Wiley,Hybrid,,2500,2500,2550,2630,2630
Nordic Journal of Botany,Wiley,Hybrid,1500,1500,1650,2000,2060,2060
North American Journal of Aquaculture,Wiley,Hybrid,2500,2500,2500,2700,2780,2780
North American Journal of Fisheries Management,Wiley,Hybrid,2500,2750,3050,3150,3240,3240
No�s,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Numerical Linear Algebra With Applications,Wiley,Hybrid,2500,3000,3000,3550,3660,3660
Numerical Methods for Partial Differential Equations,Wiley,Hybrid,2083,2083,2300,2750,2830,2830
Nursing & Health Sciences,Wiley,Hybrid,2500,2750,2750,3250,3350,3350
Nursing Forum,Wiley,Hybrid,2083,2083,2083,2100,,2100
Nursing Forum,Wiley,OA,,,,,716,716
Nursing In Critical Care,Wiley,Hybrid,2100,2100,2100,2500,2580,2580
Nursing Inquiry,Wiley,Hybrid,2500,2900,3000,3500,3610,3610
Nursing Open,Wiley,OA,1600,1600,1750,2100,2310,2310
Nursing Philosophy,Wiley,Hybrid,2500,2500,2500,2900,2980,2980
Nursing Research and Practice,Wiley,OA,,,,,854,854
Nutrition & Dietetics,Wiley,Hybrid,2250,2250,2250,2250,2320,2320
Nutrition Bulletin,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Nutrition in Clinical Practice,Wiley,Hybrid,2500,2500,2600,2650,2650,2650
OPEC Energy Review,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
OTO Open,Wiley,OA,,,,,1250,1250
Obesity,Wiley,Hybrid,3000,3150,3400,3900,4020,4020
Obesity Reviews,Wiley,Hybrid,3500,3600,3600,4050,4170,4170
Obesity Science & Practice,Wiley,OA,2039,2039,2100,2200,2420,2420
Obstetrics and Gynecology International,Wiley,OA,,,,,854,854
Occupational Therapy International,Wiley,Hybrid,2083,,,,,2083
Occupational Therapy International,Wiley,OA,,,,,1386,1386
Oceania,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Oikos,Wiley,Hybrid,1500,1800,2000,2400,2480,2480
Ophthalmic and Physiological Optics,Wiley,Hybrid,2500,2500,2750,3100,3190,3190
Optimal Control Applications and Methods,Wiley,Hybrid,2500,2500,2750,3250,3350,3350
Oral Diseases,Wiley,Hybrid,3000,3000,3300,3950,4070,4070
Oral Science International,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Oral Surgery,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
Orbis Litterarum,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Orthodontics & Craniofacial Research,Wiley,Hybrid,2900,2900,2900,2950,3040,3040
Orthopaedic Surgery,Wiley,OA,1700,1860,1860,2100,2100,2100
Otolaryngology�Head and Neck Surgery,Wiley,Hybrid,,,,,3100,3100
Oxford Bulletin of Economics and Statistics,Wiley,Hybrid,2500,2500,2500,2900,2980,2980
Oxford Journal of Archaeology,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Oxidative Medicine and Cellular Longevity,Wiley,OA,,,,,2356,2356
PM&R,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
PPAR Research,Wiley,OA,,,,,1386,1386
PROTEOMICS,Wiley,Hybrid,3150,,,,,3150
PROTEOMICS - Clinical Applications,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Pacific Economic Review,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Pacific Focus,Wiley,Hybrid,2083,2083,2083,2100,2100,2100
Pacific Philosophical Quarterly,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Pacing and Clinical Electrophysiology,Wiley,Hybrid,2650,2650,2650,3200,3300,3300
Packaging Technology and Science,Wiley,Hybrid,2917,2917,2917,3050,3140,3140
Paediatric and Neonatal Pain,Wiley,OA,,2000,2250,2350,2590,2590
Paediatric and Perinatal Epidemiology,Wiley,Hybrid,3500,3500,3500,3550,3660,3660
Pain Practice,Wiley,Hybrid,3250,3250,3250,3350,3450,3450
Pain Research and Management,Wiley,OA,,,,,2195,2195
Palaeontology,Wiley,Hybrid,2708,3250,3600,3650,3760,3760
Paleoceanography and Paleoclimatology,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Papers In Regional Science,Wiley,Hybrid,2100,2500,2500,2950,3040,3040
Papers in Palaeontology,Wiley,Hybrid,2254,2700,2950,3550,3660,3660
Parasite Immunology,Wiley,Hybrid,2650,2650,2650,3250,3350,3350
Parkinson's Disease,Wiley,OA,,,,,1848,1848
Parliamentary History,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Particle & Particle Systems Characterization,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Pathology International,Wiley,Hybrid,2500,2750,2750,2900,2990,2990
Peace & Change,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Pediatric Allergy and Immunology,Wiley,Hybrid,3583,3583,3583,4100,4100,4100
Pediatric Anesthesia,Wiley,Hybrid,2917,2917,2917,3350,3450,3450
Pediatric Blood & Cancer,Wiley,Hybrid,2950,2950,2950,3500,3610,3610
Pediatric Dermatology,Wiley,Hybrid,2417,2850,2850,2900,2980,2980
Pediatric Diabetes,Wiley,Hybrid,3600,3600,3600,3650,,3650
Pediatric Diabetes,Wiley,OA,,,,,2125,2125
Pediatric Investigation,Wiley,OA,,1835,1835,1835,1835,1835
Pediatric Obesity,Wiley,Hybrid,3500,3500,3500,3550,3660,3660
Pediatric Pulmonology,Wiley,Hybrid,3500,3500,3500,3850,3970,3970
Pediatric Transplantation,Wiley,Hybrid,2500,2850,2850,2900,2980,2980
Pediatrics International,Wiley,Hybrid,2250,2250,2250,2250,2250,2250
People and Nature,Wiley,OA,1835,1835,1835,2000,2120,2120
Peptide Science,Wiley,Hybrid,2750,2750,2750,2900,2980,2980
Performance Improvement,Wiley,Hybrid,2500,2500,2500,,,2500
Performance Improvement Quarterly,Wiley,Hybrid,2500,2500,2500,,,2500
Periodontology 2000,Wiley,Hybrid,2500,2500,2750,3250,3350,3350
Permafrost and Periglacial Processes,Wiley,Hybrid,2083,2500,2750,3300,3400,3400
Personal Relationships,Wiley,Hybrid,2350,2350,2350,2400,2400,2400
Personality and Mental Health,Wiley,Hybrid,2350,2350,2350,2800,2880,2880
Personnel Psychology,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Perspectives In Psychiatric Care,Wiley,Hybrid,2500,2750,2750,2950,,2950
Perspectives On Sexual and Reproductive Health,Wiley,Hybrid,2100,2100,2100,2500,2520,2520
Perspectives in Psychiatric Care,Wiley,OA,,,,,2310,2310
Pest Management Science,Wiley,Hybrid,3960,3960,3960,4600,4600,4600
Pharmaceutical Statistics,Wiley,Hybrid,3000,3500,3500,3550,3660,3660
Pharmacoepidemiology and Drug Safety,Wiley,Hybrid,3750,3850,3850,3950,4070,4070
Pharmacology Research & Perspectives,Wiley,OA,1825,1825,2099,2550,2810,2810
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,Wiley,Hybrid,2500,2750,2750,2950,3040,3040
Philosophical Forum,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Philosophical Investigations,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Philosophical Issues,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Philosophical Perspectives,Wiley,Hybrid,2500,2500,2500,2550,2550,2550
Philosophy & Public Affairs,Wiley,Hybrid,2083,2500,2500,2550,2630,2630
Philosophy Compass,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Philosophy and Phenomenological Research,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Photochemistry and Photobiology,Wiley,Hybrid,2083,2500,2750,3350,3450,3450
"Photodermatology, Photoimmunology & Photomedicine",Wiley,Hybrid,2500,3000,3000,3350,3450,3450
Phycological Research,Wiley,Hybrid,2750,2750,2750,2800,2880,2880
Physik in unserer Zeit,Wiley,Hybrid,,2500,2500,2950,3040,3040
Physiologia Plantarum,Wiley,Hybrid,2500,2750,3050,3050,3140,3140
Physiological Entomology,Wiley,Hybrid,2500,2850,2950,3000,3000,3000
Physiological Reports,Wiley,OA,1205,1205,1300,1400,1480,1480
Physiotherapy Research International,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
Phytochemical Analysis,Wiley,Hybrid,2650,2650,2650,3200,3300,3300
Phytotherapy Research,Wiley,Hybrid,2900,3400,3400,3550,3660,3660
Pigment Cell & Melanoma Research,Wiley,Hybrid,3600,3600,3600,3650,3760,3760
Plant Biology,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Plant Biotechnology Journal,Wiley,OA,2600,2600,2600,3150,3470,3470
Plant Breeding,Wiley,Hybrid,2917,3150,3250,3350,3450,3450
Plant Direct,Wiley,OA,1984,1984,1984,1984,2180,2180
Plant Pathology,Wiley,Hybrid,2500,3000,3300,3500,3610,3610
Plant Species Biology,Wiley,Hybrid,2083,2083,2300,2300,2300,2300
"Plant, Cell & Environment",Wiley,Hybrid,3583,3583,3583,4100,4230,4230
Plant-Environment Interactions,Wiley,OA,,1777,1777,1800,1980,1980
"Plants, People, Planet",Wiley,OA,2200,2200,2200,2200,2420,2420
Plasma Processes and Polymers,Wiley,Hybrid,3250,3250,3600,3650,3760,3760
PoLAR: Political and Legal Anthropology Review,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
Policy & Internet (Electronic),Wiley,Hybrid,2100,2100,2300,2650,2730,2730
Policy Studies Journal,Wiley,Hybrid,2650,2650,2650,3100,3190,3190
Political Psychology,Wiley,Hybrid,2650,2650,2650,3100,3190,3190
Political Science Quarterly,Wiley,Hybrid,2100,2100,2100,2550,,2550
Politics & Policy,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Polymer Composites,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Polymer Crystallization,Wiley,Hybrid,2500,2500,2500,,,2500
Polymer Crystallization,Wiley,OA,,,,,854,854
Polymer Engineering & Science,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Polymer International,Wiley,Hybrid,3330,3330,3330,3330,3330,3330
Polymers for Advanced Technologies,Wiley,Hybrid,3000,3000,3000,3550,3660,3660
Population Ecology,Wiley,Hybrid,2500,2500,2500,2500,2500,2500
Population and Development Review,Wiley,Hybrid,2500,2500,2500,2600,2680,2680
"Population, Space and Place",Wiley,Hybrid,3100,3100,3100,3600,3710,3710
Portal Hypertension & Cirrhosis,Wiley,OA,,,,2534,2534,2534
Poverty & Public Policy (Electronic),Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Practical Diabetes,Wiley,Hybrid,2100,,,,,2100
Precision Medical Sciences,Wiley,OA,,2085,2085,2100,2100,2100
Prenatal Diagnosis,Wiley,Hybrid,3500,3500,3500,3750,3870,3870
Prescriber,Wiley,Hybrid,2100,,,,,2100
Presidential Studies Quarterly,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Proceedings in Applied Mathematics & Mechanics,Wiley,Hybrid,,2083,2083,2500,2580,2580
Proceedings of the London Mathematical Society,Wiley,Hybrid,2500,2500,3000,3550,3660,3660
Process Safety Progress,Wiley,Hybrid,2500,2500,2500,2650,2730,2730
Production and Operations Management,Wiley,Hybrid,2100,2100,2100,2100,2170,2170
Progress in Neurology and Psychiatry,Wiley,Hybrid,2100,,,,,2100
Progress in Photovoltaics: Research and Applications,Wiley,Hybrid,3750,3750,3750,4150,4270,4270
"Propellants, Explosives, Pyrotechnics",Wiley,Hybrid,2500,2500,2750,2950,3040,3040
Prostate Cancer,Wiley,OA,,,,,854,854
Protein Science,Wiley,Hybrid,2000,2400,2650,3200,3300,3300
"Proteins: Structure, Function, and Bioinformatics",Wiley,Hybrid,3167,3167,3250,3350,3450,3450
Proteoglycan Research,Wiley,OA,,,,,2300,2300
Proteomics,Wiley,Hybrid,,3150,3300,3400,3500,3500
PsyCh Journal,Wiley,Hybrid,2083,2083,2083,2083,2150,2150
Psyche: A Journal of Entomology,Wiley,OA,,,,,854,854
Psychiatric Research and Clinical Practice,Wiley,OA,,,2250,2450,2700,2700
Psychiatry Journal,Wiley,OA,,,,,739,739
Psychiatry and Clinical Neurosciences,Wiley,Hybrid,1700,1700,1700,1700,1700,1700
Psychiatry and Clinical Neurosciences Reports,Wiley,OA,,,,2250,2250,2250
Psycho-Oncology,Wiley,Hybrid,3583,3583,3583,4000,4120,4120
Psychogeriatrics,Wiley,Hybrid,2250,2500,2550,2800,2880,2880
Psychology & Marketing,Wiley,Hybrid,2500,2500,2500,2800,2880,2880
"Psychology and Psychotherapy: Theory, Research and Practice",Wiley,Hybrid,2083,2500,2750,3300,3400,3400
Psychology in the Schools,Wiley,Hybrid,2083,2083,2083,2450,2520,2520
Psychophysiology,Wiley,Hybrid,3100,3100,3100,3250,3350,3350
Psychotherapy and Politics International,Wiley,Hybrid,2083,2083,2083,,,2083
Public Administration,Wiley,Hybrid,2667,3000,3000,3050,3140,3140
Public Administration Review,Wiley,Hybrid,2900,2900,3050,3100,3190,3190
Public Administration and Development,Wiley,Hybrid,2167,2167,2167,2200,2270,2270
Public Budgeting & Finance,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Public Health Challenges,Wiley,OA,,,,2100,2100,2100
Public Health Nursing,Wiley,Hybrid,2400,2550,2550,2600,2670,2670
Pulmonary Circulation,Wiley,OA,,,,1850,1940,1940
Pulmonary Medicine,Wiley,OA,,,,,854,854
Quality and Reliability Engineering International,Wiley,Hybrid,3083,3083,3083,3500,3610,3610
Quantum Engineering,Wiley,Hybrid,,2500,2500,,,2500
Quantum Engineering,Wiley,OA,,,,,716,716
Quarterly Journal of the Royal Meteorological Society,Wiley,Hybrid,2500,2750,2900,3200,3290,3290
R&D Management,Wiley,Hybrid,2500,2500,2500,2800,2880,2880
Radio Science,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Radiology Research and Practice,Wiley,OA,,,,,854,854
Random Structures & Algorithms,Wiley,Hybrid,3250,3250,3250,3500,3610,3610
Rapid Communications in Mass Spectrometry,Wiley,Hybrid,3417,3417,3500,3900,4020,4020
Ratio,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Ratio Juris,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Reading Research Quarterly,Wiley,Hybrid,2667,2667,2667,2667,2667,2667
Real Estate Economics,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Regeneration,Wiley,OA,1900,,,,,1900
Regional Science Policy & Practice,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Regulation & Governance,Wiley,Hybrid,2083,2500,2750,3300,3400,3400
Rehabilitation Research and Practice,Wiley,OA,,,,,854,854
Religion Compass,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Religious Studies Review,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Remediation,Wiley,Hybrid,,2500,2500,2550,2630,2630
Remote Sensing in Ecology and Conservation,Wiley,OA,1850,1850,2050,2550,2640,2640
Renaissance Studies,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Reproduction in Domestic Animals,Wiley,Hybrid,2917,3000,3000,3400,3500,3500
Reproductive Medicine Biology,Wiley,OA,1440,1440,,,,1440
Reproductive Medicine and Biology,Wiley,OA,,,1440,1650,1650,1650
"Reproductive, Female and Child Health",Wiley,OA,,,,2150,2150,2150
Research Synthesis Methods,Wiley,Hybrid,2300,2300,2300,2750,2830,2830
Research and Practice in Thrombosis and Haemostasis,Wiley,OA,1804,1804,1804,1804,,1804
Research in Nursing & Health,Wiley,Hybrid,2650,3000,3000,3050,3140,3140
Resource Geology,Wiley,Hybrid,2583,2583,2583,2583,2660,2660
Respirology,Wiley,Hybrid,3333,3333,3333,3500,3610,3610
Respirology Case Reports,Wiley,OA,900,900,900,900,990,990
Restoration Ecology,Wiley,Hybrid,2500,2650,2650,2750,2750,2750
Review of Development Economics,Wiley,Hybrid,2250,2250,2250,2450,2520,2520
Review of Education,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
"Review of European, Comparative & International Environmental Law",Wiley,Hybrid,2083,2083,2300,2750,2830,2830
Review of Financial Economics,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Review of Income and Wealth,Wiley,Hybrid,2100,2350,2350,2450,2530,2530
Review of International Economics,Wiley,Hybrid,2400,2400,2400,2450,2520,2520
Review of Policy Research,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Review of Urban & Regional Development Studies,Wiley,Hybrid,2083,2083,,,,2083
Reviews in Aquaculture,Wiley,Hybrid,2083,2500,2750,3300,3400,3400
Reviews in Medical Virology,Wiley,Hybrid,3100,3100,3100,3600,3710,3710
Reviews in Religion & Theology,Wiley,Hybrid,2083,2083,2083,2350,2420,2420
Reviews of Geophysics,Wiley,Hybrid,3000,3000,3000,3086,3170,3170
Revista Internacional del Trabajo,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Revue internationale du Travail,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Rheumatology & Autoimmunity,Wiley,OA,,,2752,2752,2752,2752
Risk Analysis,Wiley,Hybrid,3000,3000,3000,3550,3660,3660
Risk Management and Insurance Review,Wiley,Hybrid,2500,2500,2500,2500,2580,2580
"Risk, Hazards & Crisis in Public Policy(Electronic)",Wiley,Hybrid,2100,2100,2100,2150,2220,2220
River,Wiley,OA,,,,,2300,2300
River Research and Applications,Wiley,Hybrid,3000,3000,3150,3500,3610,3610
Rural Sociology,Wiley,Hybrid,2100,2100,2300,2700,2780,2780
SPE Polymers,Wiley,OA,,1790,1790,1800,1800,1800
STEM CELLS,Wiley,Hybrid,1500,1500,1500,,,1500
STEM CELLS and Translational Medicine,Wiley,OA,1591,1950,1950,,,1950
STROKE: Vascular and Interventional Neurology,Wiley,OA,,,,1900,1900,1900
Sarcoma,Wiley,OA,,,,,739,739
Scandinavian Journal of Caring Sciences,Wiley,Hybrid,2083,2083,2083,2500,2580,2580
Scandinavian Journal of Immunology,Wiley,Hybrid,2500,2500,2750,3300,3400,3400
Scandinavian Journal of Medicine & Science in Sports,Wiley,Hybrid,2800,2800,2800,3350,3450,3450
Scandinavian Journal of Psychology,Wiley,Hybrid,2833,2833,2833,3350,3450,3450
Scandinavian Journal of Statistics,Wiley,Hybrid,2100,2100,2300,2750,2830,2830
Scandinavian Political Studies,Wiley,Hybrid,2150,2150,2150,2150,2220,2220
Scanning,Wiley,OA,,,,,1386,1386
Schizophrenia Research and Treatment,Wiley,OA,,,,,854,854
School Science and Mathematics,Wiley,Hybrid,2100,2100,2100,2150,2150,2150
Science Education,Wiley,Hybrid,3083,3083,3083,3100,3190,3190
Science and Technology of Nuclear Installations,Wiley,OA,,,,,1386,1386
Scientific Programming,Wiley,OA,,,,,1848,1848
Scientifica,Wiley,OA,,,,,854,854
Scottish Journal of Political Economy,Wiley,Hybrid,2100,2100,2100,2150,2220,2220
Security and Communication Networks,Wiley,OA,,,,,2356,2356
Security and Privacy,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
Sedimentology,Wiley,Hybrid,3083,3083,3083,3350,3350,3350
Seminars in Dialysis,Wiley,Hybrid,2750,2750,2750,2900,2980,2980
Separation Science Plus,Wiley,Hybrid,2500,2500,2500,2550,2630,2630
"Sexuality, Gender & Policy",Wiley,Hybrid,,2500,2500,2550,2630,2630
Shock and Vibration,Wiley,OA,,,,,2356,2356
Significance,Wiley,Hybrid,2083,2083,2083,2100,,2100
Singapore Journal of Tropical Geography,Wiley,Hybrid,2083,2083,2083,2100,2170,2170
Skin Health and Disease,Wiley,OA,,1909,1909,1900,1900,1900
Skin Research and Technology,Wiley,Hybrid,2650,3000,3150,,,3150
Skin Research and Technology,Wiley,OA,,,,2165,2230,2230
Sleep Disorders,Wiley,OA,,,,,739,739
Small,Wiley,Hybrid,4375,4375,4375,4450,4580,4580
Small Methods,Wiley,Hybrid,3150,3150,3150,3250,3350,3350
Small Science,Wiley,OA,,,4163,4150,4570,4570
Small Structures,Wiley,OA,,,,,2750,2750
