Journal,Publisher,Business model,APC (€)
Applications in Engineering Science,Elsevier,OA,2280
Applications in Plant Sciences,Wiley,OA,1680
Applications of Mathematics,Springer Nature,Hybrid,2190
Applied AI Letters,Wiley,OA,1800
Applied Acoustics,Elsevier,Hybrid,3350
Applied Adhesion Science,Springer Nature,OA,1390
Applied Animal Behaviour Science,Elsevier,Hybrid,2820
Applied Animal Science,Elsevier,Hybrid,2280
Applied Biochemistry and Biotechnology,Springer Nature,Hybrid,2790
Applied Biological Chemistry,Springer Nature,OA,1235
Applied Biological Chemistry,Springer Nature,Hybrid,2480
Applied Bionics and Biomechanics,Wiley,OA,1571
Applied Biosciences,MDPI,OA,1028
Applied Catalysis A: General,Elsevier,Hybrid,3160
Applied Catalysis B: Environmental,Elsevier,Hybrid,4830
Applied Categorical Structures,Springer Nature,Hybrid,2390
Applied Clay Science,Elsevier,Hybrid,3240
Applied Cognitive Psychology,Wiley,Hybrid,2170
Applied Composite Materials,Springer Nature,Hybrid,2790
Applied Computational Intelligence and Soft Computing,Wiley,OA,854
Applied Computing and Geosciences,Elsevier,OA,1370
Applied Corpus Linguistics,Elsevier,Hybrid,1280
Applied Corpus Linguistics,Elsevier,OA,1230
Applied Economic Perspectives and Policy,Wiley,Hybrid,2830
Applied Energy,Elsevier,Hybrid,3780
Applied Entomology and Zoology,Springer Nature,Hybrid,2790
Applied Ergonomics,Elsevier,Hybrid,3100
Applied Food Research,Elsevier,OA,1640
Applied Geochemistry,Elsevier,Hybrid,3060
Applied Geography,Elsevier,Hybrid,2650
Applied Geomatics,Springer Nature,Hybrid,2390
Applied Geophysics,Springer Nature,Hybrid,2090
Applied Health Economics and Health Policy,Springer Nature,Hybrid,3390
Applied Intelligence,Springer Nature,Hybrid,2390
Applied Magnetic Resonance,Springer Nature,Hybrid,2190
Applied Materials Today,Elsevier,Hybrid,3190
Applied Mathematical Modelling,Elsevier,Hybrid,3170
Applied Mathematics & Optimization,Springer Nature,Hybrid,2790
Applied Mathematics Letters,Elsevier,Hybrid,3230
Applied Mathematics Letters: X,Elsevier,OA,1315
Applied Mathematics and Computation,Elsevier,Hybrid,3240
Applied Mathematics and Mechanics,Springer Nature,Hybrid,2290
Applied Mathematics-A Journal of Chinese Universities,Springer Nature,Hybrid,2190
Applied Mechanics,MDPI,OA,1028
Applied Microbiology,MDPI,OA,1028
Applied Microbiology and Biotechnology,Springer Nature,Hybrid,3390
Applied Nano,MDPI,OA,1028
Applied Nanoscience,Springer Nature,Hybrid,2690
Applied Network Science,Springer Nature,OA,1190
Applied Numerical Mathematics,Elsevier,Hybrid,1190
Applied Nursing Research,Elsevier,Hybrid,3630
Applied Ocean Research,Elsevier,Hybrid,3580
Applied Organometallic Chemistry,Wiley,Hybrid,3350
Applied Physics A,Springer Nature,Hybrid,2890
Applied Physics B,Springer Nature,Hybrid,2790
Applied Psychology,Wiley,Hybrid,3040
Applied Psychology: Health and Well-Being,Wiley,Hybrid,2980
Applied Psychophysiology and Biofeedback,Springer Nature,Hybrid,2390
Applied Radiation and Isotopes,Elsevier,Hybrid,2860
Applied Research,Wiley,Hybrid,3150
Applied Research in Quality of Life,Springer Nature,Hybrid,2390
Applied Sciences,MDPI,OA,2366
Applied Soft Computing,Elsevier,Hybrid,3060
Applied Soil Ecology,Elsevier,Hybrid,3490
Applied Spatial Analysis and Policy,Springer Nature,Hybrid,2190
Applied Stochastic Models in Business and Industry,Wiley,Hybrid,2880
Applied Surface Science,Elsevier,Hybrid,3350
Applied Surface Science Advances,Elsevier,OA,1370
Applied System Innovation,MDPI,OA,1440
Applied Thermal Engineering,Elsevier,Hybrid,3460
Applied Vegetation Science,Wiley,Hybrid,3260
Applied Water Science,Springer Nature,OA,1690
Applied and Computational Harmonic Analysis,Elsevier,Hybrid,2580
Applied and Environmental Soil Science,Wiley,OA,854
AppliedChem,MDPI,OA,1028
AppliedMath,MDPI,OA,1028
Apunts Sports Medicine,Elsevier,OA,2000
Apunts. Medicina de l'Esport,Elsevier,Hybrid,2630
Aquacultural Engineering,Elsevier,Hybrid,3330
Aquaculture,Elsevier,Hybrid,3650
Aquaculture International,Springer Nature,Hybrid,2790
Aquaculture Journal,MDPI,OA,1028
Aquaculture Nutrition,Wiley,OA,2010
Aquaculture Nutrition,Wiley,Hybrid,2917
Aquaculture Reports,Elsevier,OA,1640
Aquaculture Research,Wiley,Hybrid,3300
Aquaculture Research,Wiley,OA,2310
"Aquaculture, Fish and Fisheries",Wiley,OA,1800
Aquatic Botany,Elsevier,Hybrid,2680
Aquatic Conservation: Marine and Freshwater Ecosystems,Wiley,Hybrid,4020
Aquatic Ecology,Springer Nature,Hybrid,2690
Aquatic Geochemistry,Springer Nature,Hybrid,2890
Aquatic Sciences,Springer Nature,Hybrid,2790
Aquatic Toxicology,Elsevier,Hybrid,3160
Arab Journal of Gastroenterology,Elsevier,Hybrid,2460
Arabian Archaeology and Epigraphy,Wiley,Hybrid,2170
Arabian Journal for Science and Engineering,Springer Nature,Hybrid,2490
Arabian Journal of Chemistry,Elsevier,OA,1230
Arabian Journal of Geosciences,Springer Nature,Hybrid,2390
Archaea,Wiley,OA,1386
Archaeological Prospection,Wiley,Hybrid,2990
Archaeological Research in Asia,Elsevier,Hybrid,2440
Archaeological and Anthropological Sciences,Springer Nature,Hybrid,2690
Archaeologies,Springer Nature,Hybrid,2390
Archaeology in Oceania,Wiley,Hybrid,2420
Archaeometry,Wiley,Hybrid,2620
Archeological Papers of the American Anthropological Association,Wiley,Hybrid,2580
Architectural Intelligence,Springer Nature,OA,1190
Architecture,MDPI,OA,1028
"Architecture, Structures and Construction",Springer Nature,Hybrid,2290
Archiv der Mathematik,Springer Nature,Hybrid,2290
Archiv der Pharmazie,Wiley,Hybrid,2630
Archival Science,Springer Nature,Hybrid,2290
Archive for History of Exact Sciences,Springer Nature,Hybrid,2190
Archive for Mathematical Logic,Springer Nature,Hybrid,2390
Archive for Rational Mechanics and Analysis,Springer Nature,Hybrid,2190
Archive of Applied Mechanics,Springer Nature,Hybrid,2890
Archives de P�diatrie,Elsevier,Hybrid,2380
Archives de p�diatrie,Elsevier,Hybrid,3000
Archives des Maladies Professionnelles et de L'Environnement,Elsevier,Hybrid,1490
Archives des Maladies Professionnelles et de l'Environnement,Elsevier,Hybrid,1690
Archives des Maladies du Coeur et des Vaisseaux - Pratique,Elsevier,Hybrid,1610
Archives of Biochemistry and Biophysics,Elsevier,Hybrid,2820
Archives of Cardiovascular Diseases,Elsevier,Hybrid,2820
Archives of Civil and Mechanical Engineering,Springer Nature,Hybrid,2290
Archives of Civil and Mechanical Engineering,Elsevier,Hybrid,3000
Archives of Computational Methods in Engineering,Springer Nature,Hybrid,3290
Archives of Dermatological Research,Springer Nature,Hybrid,3390
Archives of Environmental Contamination and Toxicology,Springer Nature,Hybrid,2790
Archives of Gerontology and Geriatrics,Elsevier,Hybrid,2930
Archives of Gynecology and Obstetrics,Springer Nature,Hybrid,3190
Archives of Insect Biochemistry and Physiology,Wiley,Hybrid,2980
Archives of Medical Research,Elsevier,Hybrid,2510
Archives of Microbiology,Springer Nature,Hybrid,2690
Archives of Oral Biology,Elsevier,Hybrid,3580
Archives of Orthopaedic and Trauma Surgery,Springer Nature,Hybrid,3190
Archives of Osteoporosis,Springer Nature,Hybrid,2790
Archives of Pharmacal Research,Springer Nature,Hybrid,3490
Archives of Physical Medicine and Rehabilitation,Elsevier,Hybrid,3650
Archives of Psychiatric Nursing,Elsevier,Hybrid,3340
Archives of Public Health,Springer Nature,OA,2190
Archives of Rehabilitation Research and Clinical Translation,Elsevier,OA,2280
Archives of Sexual Behavior,Springer Nature,Hybrid,2290
Archives of Toxicology,Springer Nature,Hybrid,3990
Archives of Virology,Springer Nature,Hybrid,3390
Archives of Women's Mental Health,Springer Nature,Hybrid,2790
Archivos de Bronconeumologia,Elsevier,Hybrid,3000
Archivos de Bronconeumologia (English Edition),Elsevier,Hybrid,2630
Archivos de la Sociedad Espanola de Oftalmologia,Elsevier,Hybrid,2140
Archivos de la Sociedad Espanola de Oftalmologia (English Edition),Elsevier,Hybrid,2150
Archivum Immunologiae et Therapiae Experimentalis,Springer Nature,Hybrid,3060
Area,Wiley,Hybrid,3140
Argumentation,Springer Nature,Hybrid,2290
Arnold Mathematical Journal,Springer Nature,Hybrid,2090
Array,Elsevier,OA,1300
Art History,Wiley,Hybrid,3190
Artery Research,Springer Nature,OA,1290
Arthritis & Rheumatology,Wiley,Hybrid,4320
Arthritis Care & Research,Wiley,Hybrid,3870
Arthritis Research & Therapy,Springer Nature,OA,2790
Arthroplasty,Springer Nature,OA,1625
Arthroplasty Today,Elsevier,OA,2280
Arthropod Structure & Development,Elsevier,Hybrid,3030
Arthropod-Plant Interactions,Springer Nature,Hybrid,2390
Arthropoda,MDPI,OA,1028
Arthroscopy,Elsevier,Hybrid,2740
Arthroscopy Techniques,Elsevier,OA,890
"Arthroscopy, Sports Medicine, and Rehabilitation",Elsevier,OA,1820
Arthroscopy: The Journal of Arthroscopic and Related Surgery,Elsevier,Hybrid,2192
Arthroskopie,Springer Nature,Hybrid,2590
Artificial Intelligence,Elsevier,Hybrid,3350
Artificial Intelligence Chemistry,Elsevier,OA,1280
Artificial Intelligence In Medicine,Elsevier,Hybrid,2323
Artificial Intelligence Review,Springer Nature,Hybrid,2490
Artificial Intelligence and Law,Springer Nature,Hybrid,2390
Artificial Intelligence in Medicine,Elsevier,Hybrid,2950
Artificial Intelligence in the Life Sciences,Elsevier,OA,1320
Artificial Life and Robotics,Springer Nature,Hybrid,2390
Artificial Organs,Wiley,Hybrid,3150
Arts,MDPI,OA,1234
Asia & The Pacific Policy Studies,Wiley,OA,1400
Asia Europe Journal,Springer Nature,Hybrid,2290
Asia Pacific Education Review,Springer Nature,Hybrid,2490
Asia Pacific Family Medicine,Springer Nature,OA,1745
Asia Pacific Journal of Human Resources,Wiley,Hybrid,2170
Asia Pacific Journal of Management,Springer Nature,Hybrid,2490
Asia Pacific Management Review,Elsevier,OA,1460
Asia Pacific Viewpoint,Wiley,Hybrid,2730
Asia and the Global Economy,Elsevier,OA,1370
Asia-Pacific Economic History Review,Wiley,Hybrid,2170
Asia-Pacific Financial Markets,Springer Nature,Hybrid,2390
Asia-Pacific Journal of Atmospheric Sciences,Springer Nature,Hybrid,2490
Asia-Pacific Journal of Chemical Engineering,Wiley,Hybrid,2580
Asia-Pacific Journal of Clinical Oncology,Wiley,Hybrid,2780
Asia-Pacific Journal of Financial Studies,Wiley,Hybrid,2100
Asia-Pacific Journal of Oncology Nursing,Elsevier,OA,1810
Asia-Pacific Journal of Regional Science,Springer Nature,Hybrid,2490
Asia-Pacific Psychiatry,Wiley,Hybrid,2730
Asia-Pacific Science Education,Springer Nature,OA,960
Asian Archaeology,Springer Nature,Hybrid,2490
Asian Bioethics Review,Springer Nature,Hybrid,2490
Asian Business & Management,Springer Nature,Hybrid,2390
Asian Economic Journal,Wiley,Hybrid,2150
Asian Economic Policy Review,Wiley,Hybrid,2170
Asian Journal of Business Ethics,Springer Nature,Hybrid,2390
Asian Journal of Civil Engineering,Springer Nature,Hybrid,2290
Asian Journal of Control,Wiley,Hybrid,2150
Asian Journal of Criminology,Springer Nature,Hybrid,2290
Asian Journal of Endoscopic Surgery,Wiley,Hybrid,2420
Asian Journal of Organic Chemistry,Wiley,Hybrid,3040
Asian Journal of Philosophy,Springer Nature,Hybrid,2290
Asian Journal of Psychiatry,Elsevier,Hybrid,2910
Asian Journal of Social Psychology,Wiley,Hybrid,2370
Asian Journal of Social Science,Elsevier,Hybrid,1875
Asian Nursing Research,Elsevier,OA,910
Asian Politics & Policy,Wiley,Hybrid,2220
Asian Politics and Policy,Wiley,Hybrid,2100
Asian Social Work and Policy Review,Wiley,Hybrid,2170
Asian Transport Studies,Elsevier,OA,1000
Asian-Pacific Economic Literature,Wiley,Hybrid,2170
Asian-Pacific Journal of Second and Foreign Language Education,Springer Nature,OA,1190
Aspects of Molecular Medicine,Elsevier,OA,2420
Assessing Writing,Elsevier,Hybrid,2950
Asthma Research and Practice,Springer Nature,OA,2090
Astrodynamics,Springer Nature,Hybrid,2690
Astronomische Nachrichten,Wiley,Hybrid,2630
Astronomy,MDPI,OA,1028
Astronomy and Computing,Elsevier,Hybrid,2560
Astroparticle Physics,Elsevier,Hybrid,2170
Astrophysics and Space Science,Springer Nature,Hybrid,2490
Atencion Primaria,Elsevier,OA,1180
Atenci�n Primaria Pr�ctica,Elsevier,OA,1420
Atherosclerosis,Elsevier,Hybrid,3210
Atherosclerosis (Supplements) (Component),Elsevier,Hybrid,2630
Atherosclerosis Plus,Elsevier,OA,1870
Atherosclerosis: X,Elsevier,OA,1841
Atlantic Economic Journal,Springer Nature,Hybrid,2290
Atlas of The Oral and Maxillofacial Surgery Clinics of North America,Elsevier,Hybrid,2630
Atlas of the Oral & Maxillofacial Surgery Clinics of North A,Elsevier,Hybrid,2630
Atmosphere,MDPI,OA,2057
Atmospheric Environment,Elsevier,Hybrid,2480
Atmospheric Environment: X,Elsevier,OA,1340
Atmospheric Pollution Research,Elsevier,Hybrid,2340
Atmospheric Research,Elsevier,Hybrid,2820
Atmospheric Science Letters,Wiley,OA,1820
Atomic Data and Nuclear Data Tables,Elsevier,Hybrid,2820
Atoms,MDPI,OA,1543
"Attention, Perception, & Psychophysics",Springer Nature,Hybrid,2390
Audiology Research,MDPI,OA,1234
Augmented Human Research,Springer Nature,Hybrid,2790
Auris Nasus Larynx,Elsevier,Hybrid,3210
Austral Ecology,Wiley,Hybrid,2650
Austral Entomology,Wiley,Hybrid,2580
Australasian Emergency Care,Elsevier,Hybrid,1970
Australasian Journal of Dermatology,Wiley,Hybrid,3190
Australasian Journal of Ultrasound in Medicine,Wiley,Hybrid,2980
Australasian Journal on Ageing,Wiley,Hybrid,2980
Australasian Marketing Journal (AMJ),Elsevier,Hybrid,964
Australasian Physical & Engineering Sciences in Medicine,Springer Nature,Hybrid,2480
Australasian Plant Pathology,Springer Nature,Hybrid,2790
Australian & New Zealand Journal of Statistics,Wiley,Hybrid,2370
Australian Accounting Review,Wiley,Hybrid,2200
Australian Critical Care,Elsevier,Hybrid,2650
Australian Dental Journal,Wiley,Hybrid,2150
Australian Economic History Review,Wiley,Hybrid,2100
Australian Economic Papers,Wiley,Hybrid,2170
Australian Endodontic Journal,Wiley,Hybrid,2370
Australian Journal of Grape and Wine Research,Wiley,Hybrid,3150
Australian Journal of Politics and History,Wiley,Hybrid,2220
Australian Journal of Psychology,Wiley,Hybrid,2083
Australian Journal of Public Administration,Wiley,Hybrid,2370
Australian Journal of Rural Health,Wiley,Hybrid,2730
Australian Journal of Social Issues,Wiley,Hybrid,2630
Australian Occupational Therapy Journal,Wiley,Hybrid,2630
Australian Psychologist,Wiley,Hybrid,2083
Australian Veterinary Journal,Wiley,Hybrid,2730
Australian and New Zealand Journal of Family Therapy,Wiley,Hybrid,2170
Australian and New Zealand Journal of Obstetrics and Gynaecology,Wiley,Hybrid,2980
Australian and New Zealand Journal of Public Health,Elsevier,OA,2370
Autism Research,Wiley,Hybrid,3920
Autism Research and Treatment,Wiley,OA,739
Autoimmune Diseases,Wiley,OA,854
Autoimmunity Highlights,Springer Nature,OA,1570
Autoimmunity Reviews,Elsevier,Hybrid,4790
Automated Software Engineering,Springer Nature,Hybrid,2290
Automatica,Elsevier,Hybrid,3190
Automation,MDPI,OA,1028
Automation in Construction,Elsevier,Hybrid,4060
Automotive Innovation,Springer Nature,Hybrid,2290
Automotive and Engine Technology,Springer Nature,Hybrid,2290
Autonomic Neuroscience: Basic and Clinical,Elsevier,Hybrid,2890
Autonomous Agents and Multi-Agent Systems,Springer Nature,Hybrid,2390
Autonomous Robots,Springer Nature,Hybrid,2590
Axiomathes,Springer Nature,Hybrid,2390
Axioms,MDPI,OA,1646
BBA - Bioenergetics,Elsevier,Hybrid,3375
BBA - Biomembranes,Elsevier,Hybrid,3156
BBA - Gene Regulatory Mechanisms,Elsevier,Hybrid,3726
BBA - General Subjects,Elsevier,Hybrid,3529
BBA - Molecular Basis of Disease,Elsevier,Hybrid,3200
BBA - Molecular Cell Research,Elsevier,Hybrid,3288
BBA - Molecular and Cell Biology of Lipids,Elsevier,Hybrid,3726
BBA - Proteins and Proteomics,Elsevier,Hybrid,3112
BBA - Reviews on Cancer,Elsevier,Hybrid,3419
BBA Advances,Elsevier,OA,2100
BDJ Open,Springer Nature,OA,2590
BHM Berg- und H�ttenm�nnische Monatshefte,Springer Nature,Hybrid,2590
BIOspektrum,Springer Nature,Hybrid,2490
BIT Numerical Mathematics,Springer Nature,Hybrid,2390
BJA Education,Elsevier,Hybrid,2920
BJA Open,Elsevier,OA,1710
BJC Reports,Springer Nature,OA,1990
BJOG: An International Journal of Obstetrics and Gynaecology,Wiley,Hybrid,4120
BJS Open,Wiley,OA,1984
BJU International,Wiley,Hybrid,3400
BJUI Compass,Wiley,OA,2100
BMC Anesthesiology,Springer Nature,OA,2390
BMC Biochemistry,Springer Nature,OA,1790
BMC Bioinformatics,Springer Nature,OA,2290
BMC Biology,Springer Nature,OA,2690
BMC Biomedical Engineering,Springer Nature,OA,1390
BMC Biophysics,Springer Nature,OA,1790
BMC Biotechnology,Springer Nature,OA,2290
BMC Cancer,Springer Nature,OA,2590
BMC Cardiovascular Disorders,Springer Nature,OA,2190
BMC Chemical Engineering,Springer Nature,OA,1200
BMC Chemistry,Springer Nature,OA,2290
BMC Clinical Pathology,Springer Nature,OA,1870
BMC Complementary Medicine and Therapies,Springer Nature,OA,2290
BMC Complementary and Alternative Medicine,Springer Nature,OA,2040
BMC Dermatology,Springer Nature,OA,1180
BMC Developmental Biology,Springer Nature,OA,1890
BMC Digital Health,Springer Nature,OA,1490
"BMC Ear, Nose and Throat Disorders",Springer Nature,OA,1870
BMC Ecology,Springer Nature,OA,1870
BMC Ecology and Evolution,Springer Nature,OA,2190
BMC Emergency Medicine,Springer Nature,OA,1990
BMC Endocrine Disorders,Springer Nature,OA,2390
BMC Energy,Springer Nature,OA,1200
BMC Evolutionary Biology,Springer Nature,OA,1870
BMC Family Practice,Springer Nature,OA,2190
BMC Gastroenterology,Springer Nature,OA,2290
BMC Genetics,Springer Nature,OA,1790
BMC Genomic Data,Springer Nature,OA,1590
BMC Genomics,Springer Nature,OA,2290
BMC Geriatrics,Springer Nature,OA,2390
BMC Health Services Research,Springer Nature,OA,2590
BMC Hematology,Springer Nature,OA,1790
BMC Immunology,Springer Nature,OA,2390
BMC Infectious Diseases,Springer Nature,OA,2290
BMC International Health and Human Rights,Springer Nature,OA,1790
BMC Materials,Springer Nature,OA,1200
BMC Mechanical Engineering,Springer Nature,OA,1200
BMC Medical Education,Springer Nature,OA,2190
BMC Medical Ethics,Springer Nature,OA,1690
BMC Medical Genetics,Springer Nature,OA,1990
BMC Medical Genomics,Springer Nature,OA,2590
BMC Medical Imaging,Springer Nature,OA,2390
BMC Medical Informatics and Decision Making,Springer Nature,OA,2290
BMC Medical Research Methodology,Springer Nature,OA,2490
BMC Medicine,Springer Nature,OA,3090
BMC Microbiology,Springer Nature,OA,2290
BMC Molecular Biology,Springer Nature,OA,1870
BMC Molecular and Cell Biology,Springer Nature,OA,1790
BMC Musculoskeletal Disorders,Springer Nature,OA,2290
BMC Nephrology,Springer Nature,OA,2290
BMC Neurology,Springer Nature,OA,2290
BMC Neuroscience,Springer Nature,OA,2290
BMC Nursing,Springer Nature,OA,2290
BMC Nutrition,Springer Nature,OA,1790
BMC Obesity,Springer Nature,OA,1290
BMC Ophthalmology,Springer Nature,OA,2190
BMC Oral Health,Springer Nature,OA,2390
BMC Palliative Care,Springer Nature,OA,2390
BMC Pediatrics,Springer Nature,OA,2290
BMC Pharmacology and Toxicology,Springer Nature,OA,2190
BMC Physiology,Springer Nature,OA,1790
BMC Plant Biology,Springer Nature,OA,2390
