Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Biomaterials and Biosystems,Elsevier,OA,,,1750,1750,1820,1820
Biomedical Engineering Advances,Elsevier,OA,,,1660,1660,1730,1730
Biomedical Journal,Elsevier,OA,,,,,2460,2460
Biomedical Signal Processing and Control,Elsevier,Hybrid,1517,1490,1790,2120,2210,2210
Biomedicine & Pharmacotherapy,Elsevier,OA,2678,2630,2330,2400,2780,2780
Biomimetic Intelligence and Robotics,Elsevier,OA,,,1580,1580,1640,1640
Biomolecular Detection and Quantification,Elsevier,OA,1651,1622,,,,1622
Bioorganic & Medicinal Chemistry,Elsevier,Hybrid,2232,2192,2630,2900,3370,3370
Bioorganic & Medicinal Chemistry Letters,Elsevier,Hybrid,2232,2192,2630,3110,3340,3340
Bioorganic Chemistry,Elsevier,Hybrid,2321,2726,2720,2720,3370,3370
Biophysical Chemistry,Elsevier,Hybrid,2946,2893,2890,2980,3190,3190
Biophysical Journal,Elsevier,Hybrid,2232,2192,2100,2100,2240,2240
Biophysical Reports,Elsevier,OA,,,1750,1750,1790,1790
Bioprinting,Elsevier,Hybrid,1517,1578,2210,2280,2740,2740
Bioresource Technology,Elsevier,Hybrid,3303,3244,3730,3950,4320,4320
Bioresource Technology Reports,Elsevier,Hybrid,,,2160,2590,3060,3060
Biosafety and Health,Elsevier,OA,2232,2192,2220,2220,2280,2280
Biosensors and Bioelectronics,Elsevier,Hybrid,,,3570,4050,4640,4640
Biosensors and Bioelectronics: X,Elsevier,OA,3125,3068,1310,1310,1630,1630
Biosystems Engineering,Elsevier,Hybrid,2455,2411,2410,2410,2510,2510
Biotechnology Advances,Elsevier,Hybrid,3705,3638,4000,4510,4830,4830
Biotechnology Reports,Elsevier,OA,1651,1622,2010,2180,2450,2450
Biotribology,Elsevier,Hybrid,892,1753,2410,2610,2720,2720
Blockchain: Research and Applications,Elsevier,OA,,,1400,1400,1460,1460
Blood,Elsevier,Hybrid,,,,2190,4560,4560
Blood Advances,Elsevier,OA,,,,2630,2740,2740
"Blood Cells, Molecules and Diseases",Elsevier,Hybrid,3125,3068,2890,2980,3410,3410
Blood Reviews,Elsevier,Hybrid,3035,2981,3680,3790,4250,4250
Body Image,Elsevier,Hybrid,1875,1841,3100,3200,3620,3620
Bolet�n de la Sociedad Espa�ola de Cer�mica y Vidrio,Elsevier,OA,,,,1000,1000,1000
Bone,Elsevier,Hybrid,2366,2323,,,,2323
Bone Reports,Elsevier,OA,1294,1271,1660,1800,1970,1970
Borsa Istanbul Review,Elsevier,OA,,,,1310,1370,1370
Brachytherapy,Elsevier,Hybrid,2946,2893,2630,2630,2740,2740
Brain & Development,Elsevier,Hybrid,,,2380,2380,2560,2560
Brain Behavior and Immunity,Elsevier,Hybrid,2812,2761,,,,2761
Brain Disorders,Elsevier,OA,,,1490,1490,1550,1550
Brain Multiphysics,Elsevier,OA,,,1140,1140,1190,1190
Brain Research,Elsevier,Hybrid,2232,2192,2700,2700,2810,2810
Brain Research Bulletin,Elsevier,Hybrid,2098,2060,2630,2710,,2710
Brain Research Bulletin,Elsevier,OA,,,,,2460,2460
Brain Stimulation,Elsevier,OA,,2411,2890,3110,3490,3490
Brain Stimulation,Elsevier,Hybrid,2455,,,,,2455
Brain and Cognition,Elsevier,Hybrid,1875,1841,2380,2610,2720,2720
Brain and Development,Elsevier,Hybrid,2678,2630,,,,2630
Brain and Language,Elsevier,Hybrid,2366,2323,2610,2960,2930,2930
Brain and Spine,Elsevier,OA,,,1780,1780,1780,1780
"Brain, Behavior, & Immunity - Health",Elsevier,OA,,1096,2220,2220,2280,2280
"Brain, Behavior, and Immunity",Elsevier,Hybrid,,,3170,3560,4090,4090
"Brain, Behavior, and Immunity - Integrative",Elsevier,OA,,,,,2280,2280
BrainScience,Elsevier,OA,,,1330,,,1330
Brazilian Journal of Infectious Diseases,Elsevier,OA,1339,1315,1310,1310,1460,1460
Brazilian Journal of Otorhinolaryngology,Elsevier,OA,,,,,1500,1500
Brazilian Journal of Otorhinolaryngology,Elsevier,"",,,,1440,,1440
Brazilian Journal of Physical Therapy,Elsevier,Hybrid,,,1580,1580,1640,1640
British Journal of Anaesthesia,Elsevier,Hybrid,2857,2805,2800,2800,3210,3210
British Journal of Oral and Maxillofacial Surgery,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Building and Environment,Elsevier,Hybrid,2544,2498,3300,3570,3830,3830
Bulletin des Sciences Math�matiques,Elsevier,Hybrid,,,1630,2020,1930,1930
Bulletin des sciences math�matiques,Elsevier,Hybrid,669,832,,,,832
Bulletin du Cancer,Elsevier,Hybrid,1339,1500,1500,1630,1630,1630
Burns,Elsevier,Hybrid,2678,2630,2630,2630,2910,2910
Burns Open,Elsevier,OA,1250,1227,1230,1230,1280,1280
Business Horizons,Elsevier,Hybrid,1607,1578,2570,2990,3110,3110
CASE,Elsevier,OA,741,727,790,830,870,870
CATENA,Elsevier,Hybrid,,,2850,3130,3270,3270
CEMENT,Elsevier,OA,,,,1580,1640,1640
CHEST,Elsevier,Hybrid,,,2890,3320,3460,3460
CHEST Critical Care,Elsevier,OA,,,,,2280,2280
CHEST Pulmonary,Elsevier,OA,,,,,2280,2280
CIRP Annals,Elsevier,Hybrid,,,2710,2710,2910,2910
CIRP Annals - Manufacturing Technology,Elsevier,Hybrid,2767,2718,,,,2718
CIRP Journal of Manufacturing Science and Technology,Elsevier,Hybrid,2142,2104,2580,2580,2690,2690
CJC Open,Elsevier,OA,1875,1841,1840,1840,1920,1920
CJC Pediatric and Congenital Heart Disease,Elsevier,OA,,,,1840,1920,1920
Cahiers de Nutrition et de Di�t�tique,Elsevier,Hybrid,1785,1753,1500,1500,1910,1910
Cahiers de la pu�ricultrice,Elsevier,Hybrid,2678,2630,,,,2630
Calphad,Elsevier,Hybrid,2232,2472,2470,2540,2650,2650
Canadian Association of Radiologists Journal,Elsevier,Hybrid,1517,1490,,,,1490
Canadian Journal of Cardiology,Elsevier,Hybrid,2857,2805,2800,2800,3210,3210
Canadian Journal of Diabetes,Elsevier,Hybrid,2946,2893,2890,2890,3010,3010
Canadian Journal of Ophthalmology/Journal canadien d'ophtalmologie,Elsevier,Hybrid,2678,2630,2630,2630,2940,2940
Cancer / Radioth�rapie,Elsevier,Hybrid,2678,3000,,,,3000
Cancer Cell,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Cancer Epidemiology,Elsevier,Hybrid,2455,2411,2670,2930,3060,3060
Cancer Genetics,Elsevier,Hybrid,2678,2630,2860,2950,2790,2790
Cancer Letters,Elsevier,Hybrid,3169,3112,3360,3360,3740,3740
Cancer Pathogenesis and Therapy,Elsevier,OA,,,,,1000,1000
Cancer Radiotherapie,Elsevier,Hybrid,,,2000,2000,2000,2000
Cancer Treatment Reviews,Elsevier,Hybrid,3035,2981,3220,3570,3950,3950
Cancer Treatment and Research Communications,Elsevier,OA,,569,1440,1490,1870,1870
Cancer Treatment and Research Communications,Elsevier,Hybrid,580,,,,,580
Carbohydrate Polymer Technologies and Applications,Elsevier,OA,,,1580,1580,1640,1640
Carbohydrate Polymers,Elsevier,Hybrid,2812,2761,3980,4100,4400,4400
Carbohydrate Research,Elsevier,Hybrid,3125,3068,2890,2780,2890,2890
Carbon,Elsevier,Hybrid,3303,3244,3240,3340,3810,3810
Carbon Capture Science & Technology,Elsevier,OA,,,,1750,1820,1820
Carbon Trends,Elsevier,OA,,,1310,1310,1370,1370
Cardiac Electrophysiology Clinics,Elsevier,Hybrid,2678,2139,2440,,,2440
Cardiology Clinics,Elsevier,Hybrid,2678,2630,2760,,,2760
Cardiovascular Digital Health Journal,Elsevier,OA,,,2440,2440,2550,2550
Cardiovascular Pathology,Elsevier,Hybrid,2678,2630,2630,2710,2900,2900
Cardiovascular Revascularization Medicine,Elsevier,Hybrid,2232,2367,2360,2430,2950,2950
Case Reports in Women's Health,Elsevier,OA,446,438,470,600,720,720
Case Studies in Chemical and Environmental Engineering,Elsevier,OA,,526,530,530,620,620
Case Studies in Construction Materials,Elsevier,OA,491,482,530,630,1640,1640
Case Studies in Thermal Engineering,Elsevier,OA,491,482,610,720,940,940
Case Studies on Transport Policy,Elsevier,Hybrid,1607,1578,1580,1580,1640,1640
Catalysis Communications,Elsevier,OA,,,1740,1750,1820,1820
Catalysis Communications,Elsevier,Hybrid,1964,2078,,,,2078
Catalysis Today,Elsevier,Hybrid,3080,3025,2850,2930,3150,3150
Catena,Elsevier,Hybrid,2366,2323,,,,2323
Cell,Elsevier,Hybrid,4642,5173,8500,8500,9030,9030
Cell Calcium,Elsevier,Hybrid,3080,3025,3340,3430,3340,3340
Cell Chemical Biology,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Cell Ecosystem,Elsevier,OA,,,,,2190,2190
Cell Genomics,Elsevier,OA,,,,7600,7960,7960
Cell Host & Microbe,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Cell Insight,Elsevier,OA,,,,1710,1780,1780
Cell Metabolism,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Cell Reports,Elsevier,OA,4642,4559,4500,4500,4880,4880
Cell Reports Medicine,Elsevier,OA,,4559,4500,4500,4880,4880
Cell Reports Methods,Elsevier,OA,,,4500,4500,4650,4650
Cell Reports Physical Science,Elsevier,OA,,4559,4500,4500,4880,4880
Cell Stem Cell,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Cell Systems,Elsevier,Hybrid,4642,4559,7600,7600,8120,8120
Cells & Development,Elsevier,Hybrid,,,2640,2640,2750,2750
Cellular Immunology,Elsevier,Hybrid,2098,2060,2530,2770,3150,3150
Cellular Signalling,Elsevier,Hybrid,2723,2674,2410,2480,2750,2750
Cellular and Molecular Gastroenterology and Hepatology,Elsevier,OA,1785,1753,2190,2190,2510,2510
Cement,Elsevier,OA,,789,1580,,,1580
Cement and Concrete Composites,Elsevier,Hybrid,2946,2893,3220,3610,3870,3870
Cement and Concrete Research,Elsevier,Hybrid,3125,3068,3680,4020,4620,4620
Central Bank Review,Elsevier,OA,,,,1050,1090,1090
Ceramics International,Elsevier,Hybrid,2634,2586,2580,2740,3140,3140
Cerebral Circulation - Cognition and Behavior,Elsevier,OA,,,2100,2100,2190,2190
"Chaos, Solitons & Fractals",Elsevier,Hybrid,,,1930,2260,2790,2790
"Chaos, Solitons & Fractals: X",Elsevier,OA,1964,1929,1310,1310,1580,1580
Chem,Elsevier,Hybrid,,,7600,7600,8120,8120
Chem Catalysis,Elsevier,Hybrid,,,7600,7600,7960,7960
Chemical Data Collections,Elsevier,Hybrid,446,438,530,540,730,730
Chemical Engineering Journal,Elsevier,Hybrid,3392,3331,3330,3420,3810,3810
Chemical Engineering Journal Advances,Elsevier,OA,,,1230,1230,1280,1280
Chemical Engineering Research and Design,Elsevier,Hybrid,2946,2893,3060,3060,3190,3190
Chemical Engineering Science,Elsevier,Hybrid,,,3060,3620,3780,3780
Chemical Engineering Science: X,Elsevier,OA,3125,3068,1310,,,1310
Chemical Engineering and Processing - Process Intensification,Elsevier,Hybrid,2232,2893,3070,3330,3470,3470
Chemical Geology,Elsevier,Hybrid,1741,1709,2360,2670,2860,2860
Chemical Physics,Elsevier,Hybrid,2723,2674,2670,2750,3230,3230
Chemical Physics Impact,Elsevier,OA,,,880,880,910,910
Chemical Physics Letters,Elsevier,Hybrid,,,2670,2920,3050,3050
Chemical Physics Letters: X,Elsevier,OA,2723,2674,,,,2674
Chemical Thermodynamics and Thermal Analysis,Elsevier,OA,,,1310,1310,1370,1370
Chemico-Biological Interactions,Elsevier,Hybrid,1964,2902,2900,2900,3110,3110
Chemistry and Physics of Lipids,Elsevier,Hybrid,2767,2718,2930,3200,3330,3330
Chemistry of Inorganic Materials,Elsevier,OA,,,,,1140,1140
Chemometrics and Intelligent Laboratory Systems,Elsevier,Hybrid,2321,2674,2890,2990,3200,3200
Chemosphere,Elsevier,Hybrid,3035,2832,2980,3060,3290,3290
Chest,Elsevier,Hybrid,2946,2893,,,,2893
Child Abuse & Neglect,Elsevier,Hybrid,1875,1841,2630,3110,3630,3630
Child and Adolescent Psychiatric Clinics of North America,Elsevier,Hybrid,2678,2358,2360,,,2360
Children and Youth Services Review,Elsevier,Hybrid,1339,1315,1890,2180,2570,2570
China Economic Review,Elsevier,Hybrid,1607,2367,2870,3120,3730,3730
China Journal of Accounting Research,Elsevier,OA,,,1580,1580,1640,1640
Chinese Astronomy and Astrophysics,Elsevier,Hybrid,1964,1929,1710,1760,1890,1890
Chinese Herbal Medicines,Elsevier,Hybrid,892,876,,,,876
Chinese Herbal Medicines,Elsevier,OA,,,1070,1070,1090,1090
Chinese Journal of Aeronautics,Elsevier,OA,,,1750,1750,1820,1820
Chinese Journal of Analytical Chemistry,Elsevier,Hybrid,2678,2630,,,,2630
Chinese Journal of Analytical Chemistry,Elsevier,OA,,,,,1280,1280
Chinese Journal of Catalysis,Elsevier,Hybrid,2678,2630,,,,2630
Chinese Journal of Chemical Engineering,Elsevier,Hybrid,2678,2630,1310,1310,1710,1710
Chinese Journal of Natural Medicines,Elsevier,Hybrid,2678,2630,,,,2630
Chinese Journal of Physics,Elsevier,Hybrid,,,1740,1740,1820,1820
Chinese Journal of Structural Chemistry,Elsevier,Hybrid,,,,,1730,1730
Chinese Medical Journal Pulmonary and Critical Care Medicine,Elsevier,OA,,,,,1000,1000
Chinese Medical Sciences Journal,Elsevier,Hybrid,2678,2630,,,,2630
Chip,Elsevier,OA,,,1750,1750,1820,1820
Chronic Diseases and Translational Medicine,Elsevier,OA,1339,1315,,,,1315
Circular Economy,Elsevier,OA,,,,1230,1280,1280
Cirugia Espanola,Elsevier,Hybrid,2678,2630,2010,2010,2320,2320
Cirug�a Cardiovascular,Elsevier,OA,,,,,1200,1200
Cirug�a Cardiovascular,Elsevier,"",,,,1200,,1200
Cirug�a Espa�ola (English Edition),Elsevier,Hybrid,2678,2630,,,,2630
Cities,Elsevier,Hybrid,1160,1139,1640,2020,2390,2390
City and Environment Interactions,Elsevier,OA,1250,1227,1230,1230,1440,1440
"City, Culture and Society",Elsevier,Hybrid,982,1929,2110,2610,3160,3160
Cleaner Chemical Engineering,Elsevier,OA,,,,1050,1090,1090
Cleaner Energy Systems,Elsevier,OA,,,,1050,1090,1090
Cleaner Engineering and Technology,Elsevier,OA,,,1050,1050,1090,1090
Cleaner Environmental Systems,Elsevier,OA,,,1050,1050,1090,1090
Cleaner Logistics and Supply Chain,Elsevier,OA,,,1050,1050,1090,1090
Cleaner Materials,Elsevier,OA,,,1050,1050,1090,1090
Cleaner Production Letters,Elsevier,OA,,,1050,1050,1090,1090
Cleaner Waste Systems,Elsevier,OA,,,,1050,1090,1090
Cleaner and Circular Bioeconomy,Elsevier,OA,,,,1050,1090,1090
Cleaner and Responsible Consumption,Elsevier,OA,,,1050,1050,1090,1090
Climate Change Ecology,Elsevier,OA,,,1050,1050,1090,1090
Climate Risk Management,Elsevier,OA,1339,1218,1530,1800,2140,2140
Climate Services,Elsevier,OA,1607,946,1310,1440,1780,1780
Clinica Chimica Acta,Elsevier,Hybrid,3169,3112,2800,2800,2920,2920
Clinica e Investigacion en Arteriosclerosis,Elsevier,Hybrid,1339,1500,1500,1500,1500,1500
Clinica e Investigacion en Ginecologia y Obstetricia,Elsevier,Hybrid,1339,1500,2140,2200,2230,2230
Clinical Biochemistry,Elsevier,Hybrid,2142,2104,2360,2360,2740,2740
Clinical Biomechanics,Elsevier,Hybrid,2946,2604,2600,2460,2640,2640
Clinical Breast Cancer,Elsevier,Hybrid,1696,1665,2400,2790,3000,3000
Clinical Colorectal Cancer,Elsevier,Hybrid,1696,1665,2400,2870,3270,3270
Clinical Complementary Medicine and Pharmacology,Elsevier,OA,,,1400,1400,1460,1460
Clinical Epidemiology and Global Health,Elsevier,Hybrid,2678,2630,,,,2630
Clinical Epidemiology and Global Health,Elsevier,OA,,,1040,1040,1090,1090
Clinical Gastroenterology and Hepatology,Elsevier,Hybrid,2678,2630,3330,3330,3470,3470
Clinical Genitourinary Cancer,Elsevier,Hybrid,1607,1578,2270,2690,3270,3270
Clinical Imaging,Elsevier,Hybrid,2232,2192,2520,2600,2790,2790
Clinical Immunology,Elsevier,Hybrid,3482,3165,3160,3260,3730,3730
Clinical Immunology Communications,Elsevier,OA,,,,1530,1600,1600
Clinical Infection in Practice,Elsevier,OA,500,491,500,1750,1820,1820
Clinical Lung Cancer,Elsevier,Hybrid,1696,1665,2300,2300,2840,2840
"Clinical Lymphoma, Myeloma and Leukemia",Elsevier,Hybrid,1696,1665,2400,2840,3350,3350
Clinical Microbiology Newsletter,Elsevier,Hybrid,2232,2192,1930,,2380,2380
Clinical Microbiology and Infection,Elsevier,Hybrid,2857,2805,3080,3080,3450,3450
Clinical Neurology and Neurosurgery,Elsevier,Hybrid,1607,1578,2710,2900,3310,3310
Clinical Neurophysiology,Elsevier,Hybrid,2232,2192,2190,2190,3270,3270
Clinical Neurophysiology Practice,Elsevier,OA,968,951,1070,1070,2000,2000
Clinical Nutrition,Elsevier,Hybrid,2410,2367,2710,2710,3030,3030
Clinical Nutrition ESPEN,Elsevier,Hybrid,2232,2192,2190,2190,2510,2510
Clinical Nutrition Experimental,Elsevier,OA,1071,1052,,,,1052
Clinical Nutrition Open Science,Elsevier,OA,,,1050,1050,1090,1090
Clinical Oncology,Elsevier,Hybrid,2567,2520,2520,2520,2630,2630
Clinical Parkinsonism & Related Disorders,Elsevier,OA,1294,1271,2100,2100,2190,2190
Clinical Pediatric Emergency Medicine,Elsevier,Hybrid,2232,2192,2060,,2520,2520
Clinical Plasma Medicine,Elsevier,Hybrid,1830,1797,,,,1797
Clinical Psychology Review,Elsevier,Hybrid,1875,1841,3500,3970,4260,4260
Clinical Radiology,Elsevier,Hybrid,2567,2520,2520,2520,2920,2920
Clinical Simulation in Nursing,Elsevier,Hybrid,1517,1490,1750,1750,2280,2280
Clinical Spectroscopy,Elsevier,OA,,767,1550,1550,1600,1600
Clinical Surgical Oncology,Elsevier,OA,,,,,1820,1820
Clinical Therapeutics,Elsevier,Hybrid,2901,2849,3480,3580,3840,3840
Clinical and Translational Radiation Oncology,Elsevier,OA,500,1490,1530,1530,1720,1720
Clinics,Elsevier,OA,,,,,1550,1550
Clinics and Research in Hepatology and Gastroenterology,Elsevier,Hybrid,,,2280,2520,2520,2520
Clinics and Research in Hepatology and Gastroenterology: X,Elsevier,OA,1339,1500,,,,1500
Clinics in Chest Medicine,Elsevier,Hybrid,2678,2630,2930,,,2930
Clinics in Dermatology,Elsevier,Hybrid,2232,2192,2810,2900,3580,3580
Clinics in Geriatric Medicine,Elsevier,Hybrid,2678,2630,2850,,,2850
Clinics in Integrated Care,Elsevier,OA,,,2630,,,2630
Clinics in Laboratory Medicine,Elsevier,Hybrid,2678,2358,2630,,,2630
Clinics in Liver Disease,Elsevier,Hybrid,2678,2630,2630,,,2630
Clinics in Perinatology,Elsevier,Hybrid,2678,2630,2920,,,2920
Clinics in Plastic Surgery,Elsevier,Hybrid,2678,2630,3030,,,3030
Clinics in Podiatric Medicine and Surgery,Elsevier,Hybrid,2678,2630,2630,,,2630
Clinics in Sports Medicine,Elsevier,Hybrid,2678,2630,2630,,,2630
Cl�nica e Investigaci�n en Arteriosclerosis (English Edition),Elsevier,Hybrid,,,1500,1500,,1500
Coastal Engineering,Elsevier,Hybrid,2812,2761,3450,3890,4050,4050
Cognition,Elsevier,Hybrid,2187,2148,2880,2970,3090,3090
Cognitive Development,Elsevier,Hybrid,1830,1797,2500,2570,2760,2760
Cognitive Psychology,Elsevier,Hybrid,1875,1841,2760,2760,2960,2960
Cognitive Systems Research,Elsevier,Hybrid,2142,2104,2360,2360,2530,2530
Cognitive and Behavioral Practice,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Cold Regions Science and Technology,Elsevier,Hybrid,2678,1613,1740,2000,2460,2460
Collegian,Elsevier,Hybrid,1517,1490,1740,1740,1820,1820
Colloid and Interface Science Communications,Elsevier,OA,,,,1090,1140,1140
Colloid and Interface Science Communications,Elsevier,Hybrid,1339,1885,1880,,,1880
Colloids and Surfaces A: Physicochemical and Engineering Aspects,Elsevier,Hybrid,2455,2411,2440,2720,2840,2840
Colloids and Surfaces B: Biointerfaces,Elsevier,Hybrid,3125,2042,2500,2810,3020,3020
Colloids and Surfaces C: Environmental Aspects,Elsevier,Hybrid,,,,,2280,2280
Combustion and Flame,Elsevier,Hybrid,2187,2148,3200,3200,3470,3470
Communications in Nonlinear Science and Numerical Simulation,Elsevier,Hybrid,1964,2042,2740,2740,3160,3160
Communications in Transportation Research,Elsevier,OA,,,,1090,1140,1140
Communist and Post-Communist Studies,Elsevier,Hybrid,1607,1578,,,,1578
Comparative Biochemistry and Physiology - Part A: Molecular & Integrative Physiology,Elsevier,Hybrid,2678,2630,2630,2710,2900,2900
Comparative Biochemistry and Physiology - Part B: Biochemistry & Molecular Biology,Elsevier,Hybrid,2678,2630,2840,2920,3040,3040
Comparative Biochemistry and Physiology - Part C: Toxicology & Pharmacology,Elsevier,Hybrid,2678,2630,2630,2630,2740,2740
Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,Elsevier,Hybrid,2678,2630,2840,2920,2950,2950
"Comparative Immunology, Microbiology and Infectious Diseases",Elsevier,Hybrid,2946,2709,2710,2780,2900,2900
Complementary Therapies in Clinical Practice,Elsevier,Hybrid,2232,2192,2190,2260,2430,2430
Complementary Therapies in Medicine,Elsevier,Hybrid,1964,1929,,,,1929
Complementary Therapies in Medicine,Elsevier,OA,,,1580,1580,1890,1890
Composite Structures,Elsevier,Hybrid,2544,2498,3110,3380,3890,3890
Composites Communications,Elsevier,Hybrid,1339,1315,1740,2160,2710,2710
Composites Part A,Elsevier,Hybrid,2946,2893,,,,2893
Composites Part A: Applied Science and Manufacturing,Elsevier,Hybrid,,,3410,3520,4090,4090
Composites Part B,Elsevier,Hybrid,2544,2498,,,,2498
Composites Part B: Engineering,Elsevier,Hybrid,,,3480,3580,4230,4230
Composites Part C: Open Access,Elsevier,OA,,,1580,1580,1640,1640
Composites Science and Technology,Elsevier,Hybrid,3125,3068,3460,3560,4090,4090
Comprehensive Psychiatry,Elsevier,OA,1875,920,1840,2080,2380,2380
Comprehensive Psychoneuroendocrinology,Elsevier,OA,,767,1530,1530,1600,1600
Comptes rendus - Biologies,Elsevier,Hybrid,1428,1402,,,,1402
Comptes rendus - Chimie,Elsevier,Hybrid,1250,1227,,,,1227
Comptes rendus - Geoscience,Elsevier,Hybrid,1160,1139,,,,1139
Comptes rendus - Math�matique,Elsevier,Hybrid,982,964,,,,964
Comptes rendus - M�canique,Elsevier,Hybrid,1160,1139,,,,1139
Comptes rendus - Palevol,Elsevier,Hybrid,982,964,,,,964
Comptes rendus - Physique,Elsevier,Hybrid,1160,1139,,,,1139
Computational Biology and Chemistry,Elsevier,Hybrid,2321,1806,2220,2590,2700,2700
Computational Condensed Matter,Elsevier,Hybrid,937,920,1710,2060,2620,2620
Computational Geometry,Elsevier,Hybrid,,,1870,2040,1990,1990
Computational Geometry: Theory and Applications,Elsevier,Hybrid,2142,1876,,,,1876
Computational Materials Science,Elsevier,Hybrid,2678,2034,2380,2570,2910,2910
Computational Statistics & Data Analysis,Elsevier,Hybrid,1250,1227,1900,2350,3050,3050
