Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Behavior Analysis in Practice,Springer Nature,Hybrid,,2170,2190,2290,2390,2390
Behavior Genetics,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Behavior Research Methods,Springer Nature,Hybrid,2040,2040,2590,2690,2790,2790
Behavior and Social Issues,Springer Nature,Hybrid,,2170,2190,2190,2190,2190
Behavioral Ecology and Sociobiology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Behavioral and Brain Functions,Springer Nature,OA,2170,2290,2290,2290,2390,2390
Behaviormetrika,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Beitr�ge zur Algebra und Geometrie / Contributions to Algebra and Geometry,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Berliner Journal f�r Soziologie,Springer Nature,Hybrid,2240,2240,2380,2490,2690,2690
Big Data Analytics,Springer Nature,OA,1570,1570,,,,1570
Bio-Design and Manufacturing,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
BioChip Journal,Springer Nature,Hybrid,,,2190,2290,2490,2490
BioControl,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
BioData Mining,Springer Nature,OA,1690,1690,1890,1890,1990,1990
BioDrugs,Springer Nature,Hybrid,2990,3060,3580,3580,3790,3790
BioEnergy Research,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
BioMedical Engineering OnLine,Springer Nature,OA,1640,1690,1890,2090,2290,2290
BioMetals,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
BioNanoScience,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
BioPhysical Economics and Resource Quality,Springer Nature,Hybrid,1790,1790,,,,1790
BioPsychoSocial Medicine,Springer Nature,OA,1745,1870,2090,2090,1990,1990
BioSocieties,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
Biochar,Springer Nature,Hybrid,,1790,2190,,,2190
Biochar,Springer Nature,OA,,,,,1990,1990
Biochemical Genetics,Springer Nature,Hybrid,2990,2570,2590,2590,2790,2790
Biodegradation,Springer Nature,Hybrid,2480,2570,2590,2590,2590,2590
Biodiversity and Conservation,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Bioelectronic Medicine,Springer Nature,OA,1790,1870,1870,1990,1990,1990
Biogeochemistry,Springer Nature,Hybrid,2480,2480,2480,2590,2590,2590
Biogerontology,Springer Nature,Hybrid,2480,3060,3060,3190,3390,3390
Biologia,Springer Nature,Hybrid,2480,2170,2190,2290,2490,2490
Biologia Futura,Springer Nature,Hybrid,,2170,2190,2290,2490,2490
Biologia Plantarum,Springer Nature,Hybrid,2480,,,,,2480
Biological Cybernetics,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Biological Invasions,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Biological Procedures Online,Springer Nature,OA,2290,2380,2380,2590,2790,2790
Biological Research,Springer Nature,OA,1820,1870,1890,2090,2290,2290
Biological Theory,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Biological Trace Element Research,Springer Nature,Hybrid,2480,2570,2590,2790,2990,2990
Biology & Philosophy,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Biology Direct,Springer Nature,OA,1745,1745,1990,2090,2290,2290
Biology and Fertility of Soils,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Biology of Sex Differences,Springer Nature,OA,2170,2290,2190,2390,2590,2590
Biomanufacturing Reviews,Springer Nature,Hybrid,2040,2570,,,,2570
Biomarker Research,Springer Nature,OA,2040,2170,2390,2590,2790,2790
Biomass Conversion and Biorefinery,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Biomaterials Research,Springer Nature,OA,1745,1745,1790,1890,1990,1990
Biomechanics and Modeling in Mechanobiology,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Biomedical Engineering Education,Springer Nature,Hybrid,,1790,1790,1790,1890,1890
Biomedical Engineering Letters,Springer Nature,Hybrid,,,,2690,2890,2890
Biomedical Materials & Devices,Springer Nature,Hybrid,,,,2190,2290,2290
Biomedical Microdevices,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
Biomolecular NMR Assignments,Springer Nature,Hybrid,2040,2570,2590,2690,2690,2690
Biophysical Economics and Sustainability,Springer Nature,Hybrid,,,2590,2690,2690,2690
Biophysical Reviews,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Bioprocess and Biosystems Engineering,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Biosemiotics,Springer Nature,Hybrid,2480,2170,2190,2190,2290,2290
Biotechnology Letters,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Biotechnology and Bioprocess Engineering,Springer Nature,Hybrid,2040,2570,2590,2690,2890,2890
Biotechnology for Biofuels,Springer Nature,OA,2170,2290,2290,2290,,2290
Biotechnology for Biofuels and Bioproducts,Springer Nature,OA,,,,,2290,2290
Blood Cancer Journal,Springer Nature,OA,3580,3680,3580,3690,3790,3790
Bolet�n de la Sociedad Matem�tica Mexicana,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Bollettino dell'Unione Matematica Italiana,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Bone Marrow Transplantation,Springer Nature,Hybrid,2990,3060,3580,3580,3580,3580
Bone Research,Springer Nature,OA,3000,2170,2390,2490,2590,2590
Borderline Personality Disorder and Emotion Dysregulation,Springer Nature,OA,,1745,1790,1990,2190,2190
Botanical Studies,Springer Nature,OA,1690,1745,1745,1745,1790,1790
Boundary Value Problems,Springer Nature,OA,1180,1290,1290,1290,1340,1340
Boundary-Layer Meteorology,Springer Nature,Hybrid,2480,2570,2590,2590,2590,2590
Brain Imaging and Behavior,Springer Nature,Hybrid,2990,2570,2590,2690,2690,2690
Brain Informatics,Springer Nature,OA,960,800,790,740,790,790
Brain Structure and Function,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Brain Topography,Springer Nature,Hybrid,2990,3060,3060,2990,3090,3090
Brain Tumor Pathology,Springer Nature,Hybrid,2990,3060,3060,3060,3060,3060
Brazilian Journal of Botany,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Brazilian Journal of Chemical Engineering,Springer Nature,Hybrid,,2170,2190,2190,2190,2190
Brazilian Journal of Microbiology,Springer Nature,Hybrid,,2570,2190,2290,2290,2290
Brazilian Journal of Physics,Springer Nature,Hybrid,2480,2170,2190,2290,2390,2390
Breast Cancer,Springer Nature,Hybrid,2480,2570,2590,2690,2690,2690
Breast Cancer Research,Springer Nature,OA,2680,2790,2790,2990,3190,3190
Breast Cancer Research and Treatment,Springer Nature,Hybrid,2990,3060,3060,2990,2990,2990
British Dental Journal,Springer Nature,Hybrid,3490,3580,3580,3690,3890,3890
British Journal of Cancer,Springer Nature,Hybrid,2700,2700,3580,3580,3790,3790
British Politics,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
Brittonia,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Building Simulation,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Bulletin of Atmospheric Science and Technology,Springer Nature,Hybrid,,1790,2190,2190,2190,2190
Bulletin of Earthquake Engineering,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Bulletin of Engineering Geology and the Environment,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Bulletin of Environmental Contamination and Toxicology,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
Bulletin of Mathematical Biology,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Bulletin of Volcanology,Springer Nature,Hybrid,2480,2570,2590,2690,2890,2890
"Bulletin of the Brazilian Mathematical Society, New Series",Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Bulletin of the Iranian Mathematical Society,Springer Nature,Hybrid,2040,2170,2190,2290,2490,2490
Bulletin of the Malaysian Mathematical Sciences Society,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,Springer Nature,Hybrid,2240,2240,2380,2380,2380,2380
Business & Information Systems Engineering,Springer Nature,Hybrid,2040,2040,2590,2690,2790,2790
Business Economics,Springer Nature,Hybrid,,,,2190,2290,2290
Business Research,Springer Nature,OA,,1250,,,,1250
CABI Agriculture and Bioscience,Springer Nature,OA,,1060,1060,1060,1090,1090
CCF Transactions on High Performance Computing,Springer Nature,Hybrid,1790,1790,2190,2090,2190,2190
CCF Transactions on Networking,Springer Nature,Hybrid,1790,1790,2190,2090,,2090
CCF Transactions on Pervasive Computing and Interaction,Springer Nature,Hybrid,1790,1790,2190,2290,2390,2390
CEAS Aeronautical Journal,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
CEAS Space Journal,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
CEN Case Reports,Springer Nature,Hybrid,2480,2570,2590,2590,2690,2690
CNS Drugs,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
CSI Transactions on ICT,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
CVIR Endovascular,Springer Nature,OA,1060,1060,1290,1890,1890,1890
Calcified Tissue International,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Calcolo,Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Calculus of Variations and Partial Differential Equations,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Cambridge Journal of Evidence-Based Policing,Springer Nature,Hybrid,2040,2170,2190,2190,,2190
Cambridge Journal of Evidence-Based Policing,Springer Nature,OA,,,,,2190,2190
Canadian Journal of Anesthesia/Journal canadien d'anesth�sie,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Canadian Journal of Emergency Medicine,Springer Nature,Hybrid,,,2570,2690,2790,2790
Canadian Journal of Public Health,Springer Nature,Hybrid,2480,2570,2190,2290,2390,2390
"Canadian Journal of Science, Mathematics and Technology Education",Springer Nature,Hybrid,2040,2170,2190,2290,2290,2290
Canadian Studies in Population,Springer Nature,Hybrid,,2170,2190,2290,2290,2290
Cancer & Metabolism,Springer Nature,OA,1990,2040,2290,2290,2390,2390
Cancer Causes & Control,Springer Nature,Hybrid,2990,2570,2590,2690,2690,2690
Cancer Cell International,Springer Nature,OA,2170,2290,2290,2290,2390,2390
Cancer Chemotherapy and Pharmacology,Springer Nature,Hybrid,2990,3060,3060,3060,3290,3290
Cancer Convergence,Springer Nature,OA,1200,1060,990,1090,1140,1140
Cancer Gene Therapy,Springer Nature,Hybrid,2990,3580,3580,3490,3690,3690
Cancer Imaging,Springer Nature,OA,1745,1745,1890,1890,2090,2090
"Cancer Immunology, Immunotherapy",Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Cancer Microenvironment,Springer Nature,Hybrid,2990,3060,,,,3060
Cancer Nanotechnology,Springer Nature,OA,1180,1290,1490,1490,1590,1590
Cancer and Metastasis Reviews,Springer Nature,Hybrid,2200,2200,2590,2690,2690,2690
Cancers of the Head & Neck,Springer Nature,OA,1790,1870,,,,1870
Canine Genetics and Epidemiology,Springer Nature,OA,990,990,,,,990
Canine Medicine and Genetics,Springer Nature,OA,,,1190,1190,1140,1140
Carbon Balance and Management,Springer Nature,OA,1060,1060,1290,1290,1340,1340
Carbon Letters,Springer Nature,Hybrid,,2570,2190,2090,2290,2290
Carbon Research,Springer Nature,OA,,,,1590,,1590
Carbonates and Evaporites,Springer Nature,Hybrid,2040,2170,2190,2090,2290,2290
Cardio-Oncology,Springer Nature,OA,1870,1990,2090,1990,2090,2090
CardioVascular and Interventional Radiology,Springer Nature,Hybrid,2480,3060,3060,3060,3060,3060
Cardiology and Therapy,Springer Nature,OA,,,4500,4500,4500,4500
Cardiovascular Diabetology,Springer Nature,OA,2490,2570,2790,2990,3090,3090
Cardiovascular Drugs and Therapy,Springer Nature,Hybrid,2990,3060,3060,3060,3390,3390
Cardiovascular Engineering and Technology,Springer Nature,Hybrid,2040,2570,2590,2690,2790,2790
Cardiovascular Intervention and Therapeutics,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Cardiovascular Toxicology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Cardiovascular Ultrasound,Springer Nature,OA,2170,2290,2190,2090,2190,2190
Catalysis Letters,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Catalysis Surveys from Asia,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Celestial Mechanics and Dynamical Astronomy,Springer Nature,Hybrid,2040,2040,2040,2190,2190,2190
Cell & Bioscience,Springer Nature,OA,1745,1745,1990,2190,2390,2390
Cell Biochemistry and Biophysics,Springer Nature,Hybrid,2480,2570,2590,2590,2790,2790
Cell Biology,Springer Nature,OA,1790,,,,,1790
Cell Biology and Toxicology,Springer Nature,Hybrid,2480,3060,3060,3060,3290,3290
Cell Communication and Signaling,Springer Nature,OA,2170,2890,2790,2790,2990,2990
Cell Death & Differentiation,Springer Nature,Hybrid,3490,3580,3990,4190,4190,4190
Cell Death & Disease,Springer Nature,OA,2990,3170,3290,3390,3590,3590
Cell Death Discovery,Springer Nature,OA,1430,1570,1790,1990,2090,2090
Cell Discovery,Springer Nature,OA,1575,2380,2380,2590,2790,2790
Cell Division,Springer Nature,OA,2290,2380,2290,2490,2390,2390
Cell Research,Springer Nature,Hybrid,3490,3580,3580,3690,3890,3890
Cell Stress and Chaperones,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Cell and Tissue Banking,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Cell and Tissue Research,Springer Nature,Hybrid,2990,3580,3580,3690,3690,3690
Cellular & Molecular Biology Letters,Springer Nature,OA,1570,1690,1890,2090,2190,2190
Cellular & Molecular Immunology,Springer Nature,Hybrid,3490,3580,3580,3690,3690,3690
Cellular Oncology,Springer Nature,Hybrid,2990,3060,3060,3190,3190,3190
Cellular and Molecular Bioengineering,Springer Nature,Hybrid,2040,2570,2590,2690,2890,2890
Cellular and Molecular Life Sciences,Springer Nature,Hybrid,2990,3060,3060,3290,3290,3290
Cellular and Molecular Neurobiology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Cellulose,Springer Nature,Hybrid,2480,3060,3060,3190,3390,3390
Central European Journal of Operations Research,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
Cereal Research Communications,Springer Nature,Hybrid,,2170,2190,2090,2290,2290
Cerebellum & Ataxias,Springer Nature,OA,1690,1570,1790,,,1790
ChemTexts,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Chemical Papers,Springer Nature,Hybrid,2480,2170,2190,2390,2490,2490
Chemical Research in Chinese Universities,Springer Nature,Hybrid,,,,2190,2290,2290
Chemical and Biological Technologies in Agriculture,Springer Nature,OA,1570,1690,1890,1990,2090,2090
Chemistry Africa,Springer Nature,Hybrid,,1790,2190,2290,2390,2390
Chemistry Central Journal,Springer Nature,OA,1690,,,,,1690
Chemoecology,Springer Nature,Hybrid,2480,2570,2590,2390,2490,2490
Chemosensory Perception,Springer Nature,Hybrid,2480,2570,2590,2690,2590,2590
Child & Youth Care Forum,Springer Nature,Hybrid,2040,2170,2190,2190,2390,2390
Child Indicators Research,Springer Nature,Hybrid,2040,2170,2190,2390,2490,2490
Child Psychiatry & Human Development,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Child and Adolescent Psychiatry and Mental Health,Springer Nature,OA,1990,2040,2090,2290,2390,2390
Child and Adolescent Social Work Journal,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Child's Nervous System,Springer Nature,Hybrid,2480,3060,3060,3190,3390,3390
Childhood Vulnerability Journal,Springer Nature,Hybrid,1790,1790,2190,,,2190
Children's Literature in Education,Springer Nature,Hybrid,2040,2170,2190,2090,2190,2190
China Foundry,Springer Nature,Hybrid,2040,2170,2190,2290,2190,2190
China International Strategy Review,Springer Nature,Hybrid,1790,1790,2190,2290,2290,2290
China Ocean Engineering,Springer Nature,Hybrid,,1790,2190,2190,2290,2290
China Population and Development Studies,Springer Nature,Hybrid,1790,2550,2550,2550,2790,2790
China-EU Law Journal,Springer Nature,Hybrid,2040,2170,2190,2190,2290,2290
"Chinese Annals of Mathematics, Series B",Springer Nature,Hybrid,,,,,2790,2790
Chinese Geographical Science,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Chinese Journal of Academic Radiology,Springer Nature,Hybrid,1790,1790,2190,2190,2190,2190
Chinese Journal of Integrative Medicine,Springer Nature,Hybrid,,,,3060,3060,3060
Chinese Journal of Mechanical Engineering,Springer Nature,OA,925,,,,,925
Chinese Journal of Polymer Science,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Chinese Medicine,Springer Nature,OA,1745,,,2390,2390,2390
Chinese Political Science Review,Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Chiropractic & Manual Therapies,Springer Nature,OA,,,,1690,1790,1790
Chromatographia,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Chromosoma,Springer Nature,Hybrid,2990,2570,2590,2690,2790,2790
Chromosome Research,Springer Nature,Hybrid,2480,3060,3060,3190,3190,3190
Cilia,Springer Nature,OA,1570,,,,,1570
"Circuits, Systems, and Signal Processing",Springer Nature,Hybrid,2040,2170,2190,2290,2390,2390
Circular Economy and Sustainability,Springer Nature,Hybrid,,,2170,2170,2170,2170
City and Built Environment,Springer Nature,OA,,,,1060,1060,1060
"City, Territory and Architecture",Springer Nature,OA,,690,790,840,890,890
Clays and Clay Minerals,Springer Nature,Hybrid,,1790,2190,2090,2290,2290
Clean Technologies and Environmental Policy,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Climate Action,Springer Nature,OA,,,,1060,1060,1060
Climate Dynamics,Springer Nature,Hybrid,2480,2570,2590,2490,2590,2590
Climatic Change,Springer Nature,Hybrid,2480,3060,3060,3060,3290,3290
Clinical & Experimental Metastasis,Springer Nature,Hybrid,2990,3060,3060,3290,3290,3290
Clinical Autonomic Research,Springer Nature,Hybrid,2990,2990,2990,3190,3490,3490
Clinical Child and Family Psychology Review,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Clinical Dentistry Reviewed,Springer Nature,Hybrid,2480,3060,3060,3060,3060,3060
Clinical Diabetes and Endocrinology,Springer Nature,OA,1790,1870,1990,1890,1890,1890
Clinical Drug Investigation,Springer Nature,Hybrid,2480,2570,2590,2790,2990,2990
Clinical Epigenetics,Springer Nature,OA,2490,2570,2490,2690,2790,2790
Clinical Journal of Gastroenterology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Clinical Neuroradiology,Springer Nature,Hybrid,2990,2990,2990,3090,3090,3090
Clinical Oral Investigations,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Clinical Pharmacokinetics,Springer Nature,Hybrid,2990,3060,3060,3290,3390,3390
Clinical Phytoscience,Springer Nature,OA,,,1870,1870,1870,1870
Clinical Proteomics,Springer Nature,OA,1790,1870,1790,1890,2090,2090
Clinical Research in Cardiology,Springer Nature,Hybrid,2990,2990,2990,3090,3090,3090
Clinical Research in Cardiology Supplements,Springer Nature,Hybrid,,2240,2380,2380,2490,2490
Clinical Reviews in Allergy & Immunology,Springer Nature,Hybrid,3490,3580,3580,3690,3690,3690
Clinical Reviews in Bone and Mineral Metabolism,Springer Nature,Hybrid,2480,3060,3060,3290,3290,3290
Clinical Rheumatology,Springer Nature,Hybrid,2990,3060,3060,3190,3390,3390
Clinical Sarcoma Research,Springer Nature,OA,1990,1870,,,,1870
Clinical Social Work Journal,Springer Nature,Hybrid,2040,2170,2190,2390,2390,2390
Clinical and Experimental Medicine,Springer Nature,Hybrid,2990,3060,3060,3190,3490,3490
Clinical and Experimental Nephrology,Springer Nature,Hybrid,2480,2570,2590,2690,2790,2790
Clinical and Molecular Allergy,Springer Nature,OA,1790,1870,1790,1890,1990,1990
Clinical and Translational Allergy,Springer Nature,OA,1875,2290,,,,2290
Clinical and Translational Imaging,Springer Nature,Hybrid,2480,3060,3060,3060,3060,3060
Clinical and Translational Medicine,Springer Nature,OA,1540,,,,,1540
Clinical and Translational Oncology,Springer Nature,Hybrid,2990,3060,3060,3290,3290,3290
