ISSN,Type
0021-6933,p;l
0021-6941,p;l
0021-7557,p;l
0021-762X,p;l
0021-7670,p;l
0021-7824,p;l
0021-8251,p;l
0021-8286,p;l
0021-8294,p;l
0021-8308,p;l
0021-843X,p;l
0021-8456,p;l
0021-8464,p;l
0021-8499,p;l
0021-8502,p;l
0021-8510,p;l
0021-8529,p;l
0021-8537,p;l
0021-8553,p;l
0021-8561,p;l
0021-857X,p;l
0021-8588,p;l
0021-8596,p;l
0021-8669,p;l
0021-8693,p;l
0021-8715,p;l
0021-8723,p;l
0021-8758,p;l
0021-8774,p;l
0021-8782,p;l
0021-8790,p;l
0021-8812,p;l
0021-8820,p;l
0021-8839,p;l
0021-8855,p;l
0021-8863,p;l
0021-8898,p;l
0021-8901,p;l
0021-891X,p;l
0021-8936,p;l
0021-8944,p;l
0021-8979,p;l
0021-8995,p;l
0021-9002,p;l
0021-9010,p;l
0021-9029,p;l
0021-9037,p;l
0021-9045,p;l
0021-9096,p;l
0021-910X,p;l
0021-9118,p;l
0021-9142,p;l
0021-9150,p;l
0021-9193,p;l
0021-9207,p;l
0021-9231,p;l
0021-924X,p;l
0021-9258,p;l
0021-9266,p;l
0021-9290,p;l
0021-9320,p;l
0021-9347,p;l
0021-9355,p;l
0021-9371,p;l
0021-9460,p;l
0021-9495,p;l
0021-9509,p;l
0021-9517,p;l
0021-9525,p;l
0021-9533,p;l
0021-9541,p;l
0021-955X,p;l
0021-9568,p;l
0021-9584,p;l
0021-9592,p;l
0021-9606,p;l
0021-9614,p;l
0021-9630,p;l
0021-9665,p;l
0021-9673,p;l
0021-969X,p;l
0021-972X,p;l
0021-9738,p;l
0021-9746,p;l
0021-9762,p;l
0021-9797,p;l
0021-9886,p;l
0021-9916,p;l
0021-9924,p;l
0021-9967,p;l
0021-9975,p;l
0021-9983,p;l
0021-9991,p;l
0022-0000,p;l
0022-0027,p;l
0022-006X,p;l
0022-0078,p;l
0022-0094,p;l
0022-0116,p;l
0022-0124,p;l
0022-0167,p;l
0022-0175,p;l
0022-0183,p;l
0022-0221,p;l
0022-0248,p;l
0022-0256,p;l
0022-0272,p;l
0022-0299,p;l
0022-0302,p;l
0022-0337,p;l
0022-0345,p;l
0022-0388,p;l
0022-0396,p;l
0022-040X,p;l
0022-0418,p;l
0022-0426,p;l
0022-0434,p;l
0022-0469,p;l
0022-0477,p;l
0022-0485,p;l
0022-0493,p;l
0022-0507,p;l
0022-0515,p;l
0022-0531,p;l
0022-0558,p;l
0022-0574,p;l
0022-0620,p;l
0022-0655,p;l
0022-0663,p;l
0022-0671,p;l
0022-0736,p;l
0022-0787,p;l
0022-0795,p;l
0022-0833,p;l
0022-0892,p;l
0022-0949,p;l
0022-0957,p;l
0022-0965,p;l
0022-0973,p;l
0022-0981,p;l
0022-1007,p;l
0022-1031,p;l
0022-1058,p
0022-1082,p;l
0022-1090,p;l
0022-1112,p;l
0022-1120,p;l
0022-1139,p;l
0022-1147,p;l
0022-1155,p;l
0022-1198,p;l
0022-1201,p;l
0022-1236,p;l
0022-1260,p;l
0022-1295,p;l
0022-1309,p;l
0022-1317,p;l
0022-1325,p;l
0022-1333,p;l
0022-1341,p;l
0022-135X,p;l
0022-1376,p;l
0022-1430,p;l
0022-1465,p;l
0022-149X,p;l
0022-1503,p;l
0022-1511,p;l
0022-152X,p;l
0022-1546,p;l
0022-1554,p;l
0022-166X,p;l
0022-1678,p;l
0022-1686,p;l
0022-1694,p;l
0022-1708,p;l
0022-1759,p;l
0022-1767,p;l
0022-1791,p;l
0022-1821,p;l
0022-1856,p;l
0022-1899,p;l
0022-1910,p;l
0022-1953,p;l
0022-1996,p;l
0022-2011,p;l
0022-202X,p;l
0022-2097,p;l
0022-2151,p;l
0022-216X,p;l
0022-2186,p;l
0022-2194,p;l
0022-2208,p;l
0022-2216,p;l
0022-2224,p;l
0022-2267,p;l
0022-2275,p;l
0022-2291,p;l
0022-2313,p;l
0022-2348,p;l
0022-2372,p;l
0022-2380,p;l
0022-2402,p;l
0022-2410,p;l
0022-2429,p;l
0022-2437,p;l
0022-2445,p;l
0022-2461,p;l
0022-247X,p;l
0022-2488,p;l
0022-2496,p;l
0022-250X,p;l
0022-2518,p;l
0022-2526,p;l
0022-2585,p;l
0022-2593,p;l
0022-2615,p;l
0022-2623,p;l
0022-2631,p;l
0022-2720,p;l
0022-2755,p;l
0022-278X,p;l
0022-2801,p;l
0022-281X,p;l
0022-2828,p;l
0022-2836,p;l
0022-2844,p;l
0022-2852,p;l
0022-2860,p;l
0022-2879,p;l
0022-2895,p;l
0022-2909,p;l
0022-2917,p;l
0022-2933,p;l
0022-2968,p;l
0022-2984,p;l
0022-300X,p;l
0022-3018,p;l
0022-3042,p;l
0022-3050,p;l
0022-3069,p;l
0022-3077,p;l
0022-3085,p;l
0022-3093,p;l
0022-3115,p;l
0022-3131,p;l
0022-314X,p;l
0022-3166,p;l
0022-3239,p;l
0022-3263,p;l
0022-328X,p;l
0022-3344,p;l
0022-3360,p;l
0022-3387,p;l
0022-3395,p;l
0022-3417,p;l
0022-3433,p;l
0022-3468,p;l
0022-3476,p;l
0022-3484,p;l
0022-3492,p;l
0022-3506,p;l
0022-3514,p;l
0022-3530,p;l
0022-3549,p;l
0022-3565,p;l
0022-3573,p;l
0022-3611,p;l
0022-362X,p;l
0022-3646,p;l
0022-3670,p;l
0022-3697,p;l
0022-3727,p;l
0022-3751,p;l
0022-3778,p;l
0022-3808,p;l
0022-3816,p;l
0022-3840,p;l
0022-3859,p;l
0022-3875,p;l
0022-3891,p;l
0022-3913,p;l
0022-3956,p;l
0022-3980,p;l
0022-3999,p;l
0022-4006,p;l
0022-4049,p;l
0022-4065,p;l
0022-4073,p;l
0022-4146,p;l
0022-4154,p;l
0022-4189,p;l
0022-4197,p;l
0022-4200,p;l
0022-4227,p;l
0022-4278,p;l
0022-4294,p;l
0022-4308,p;l
0022-4359,p;l
0022-4367,p;l
0022-4375,p;l
0022-4391,p;l
0022-4405,p;l
0022-4456,p;l
0022-4480,p;l
0022-4499,p;l
0022-4502,p;l
0022-4510,p;l
0022-4529,p;l
0022-4537,p;l
0022-4545,p;l
0022-4561,p;l
0022-4596,p;l
0022-460X,p;l
0022-4634,p;l
0022-4642,p;l
0022-4650,p;l
0022-4669,p;l
0022-4707,p;l
0022-4715,p;l
0022-474X,p;l
0022-4766,p;l
0022-4790,p;l
0022-4804,p;l
0022-4812,p;l
0022-4871,p;l
0022-4898,p;l
0022-4901,p;l
0022-4928,p;l
0022-4995,p;l
0022-5002,p;l
0022-5010,p;l
0022-5037,p;l
0022-5045,p;l
0022-5053,p;l
0022-5061,p;l
0022-5096,p;l
0022-510X,p;l
0022-5142,p;l
0022-5169,p;l
0022-5185,p;l
0022-5193,p;l
0022-5223,p;l
0022-5258,p;l
0022-5266,p;l
0022-5347,p;l
0022-5363,p;l
0022-538X,p;l
0022-541X,p;l
0022-5738,p;l
0022-5800,p;l
0022-6955,p;l
0022-7498,p;l
0022-7854,p;l
0022-8567,p;l
0022-8877,p;l
0022-8958,p;l
0022-9032,p;l
0022-9040,p;l
0022-9202,p;l
0022-9717,p;l
0023-0561,p;l
0023-0707,p;l
0023-074X,p;l
0023-1207,p;l
0023-1584,p;l
0023-1940,p;l
0023-2076,p;l
0023-2157,p;l
0023-2165,p;l
0023-2513,p;l
0023-2653,p;l
0023-270X,p;l
0023-3609,p;l
0023-3900,p;l
0023-3919,p;l
0023-432X,p;l
0023-4699,p;l
0023-4923,p;l
0023-5679,p;l
0023-5881,p;l
0023-589X,p;l
0023-5954,p;l
0023-5962,p;l
0023-6438,p;l
0023-656X,p;l
0023-6772,p;l
0023-6837,p;l
0023-6942,p;l
0023-7205,p;l
0023-7213,p;l
0023-7639,p;l
0023-7930,p;l
0023-8309,p;l
0023-8333,p;l
0023-8368,p;l
0023-852X,p;l
0023-8791,p;l
0023-8813,p;l
0023-8856,p;l
0023-9054,p;l
0023-9186,p;l
0023-9216,p;l
0023-9283,p;l
0023-9356,p;l
0023-9690,p;l
0023-9852,p;l
0023-9909,p;l
0024-094X,p;l
0024-0966,p;l
0024-1148,p;l
0024-1164,p;l
0024-1334,p;l
0024-1415,p;l
0024-1482,p;l
0024-2020,p;l
0024-2160,p;l
0024-2519,p;l
0024-2527,p;l
0024-2594,p;l
0024-2667,p;l
0024-2829,p;l
0024-3205,p;l
0024-3345,p;l
0024-3477,p;l
0024-3590,p;l
0024-3639,p;l
0024-3795,p;l
0024-3841,p;l
0024-385X,p;l
0024-3868,p;l
0024-3892,p;l
0024-3922,p;l
0024-3949,p;l
0024-4066,p;l
0024-4074,p;l
0024-4082,p;l
0024-4201,p;l
0024-4457,p;l
0024-466X,p;l
0024-4902,p;l
0024-4937,p;l
0024-5836,p;l
0024-6093,p;l
0024-6107,p;l
0024-6115,p;l
0024-6301,p;l
0024-6859,p;l
0024-6956,p;l
0024-6964,p;l
0024-7413,p;l
0024-7758,p;l
0024-7766,p;l
0024-919X,p;l
0024-9297,p;l
0024-9521,p;l
0024-9831,p;l
0024-998X,p;l
0025-004X,p;l
0025-0090,p;l
0025-0120,p;l
0025-0228,p;l
0025-0236,p;l
0025-0244,p;l
0025-0279,p;l
0025-0538,p;l
0025-1003,p;l
0025-1291,p;l
0025-1461,p;l
0025-1747,p;l
0025-1909,p;l
0025-2344,p;l
0025-2514,p;l
0025-2611,p;l
0025-2921,p;l
0025-3146,p;l
0025-3154,p;l
0025-3162,p;l
0025-3227,p;l
0025-3235,p;l
0025-326X,p;l
0025-3324,p;l
0025-3359,p;l
0025-4878,p;l
0025-5025,p;l
0025-5165,p;l
0025-5289,p;l
0025-5300,p;l
0025-5327,p;l
0025-5408,p;l
0025-5521,p;l
0025-5564,p;l
0025-5572,p;l
0025-5610,p;l
0025-5645,p;l
0025-570X,p;l
0025-5718,p;l
0025-5742,p;l
0025-5793,p;l
0025-5831,p;l
0025-584X,p;l
0025-5858,p;l
0025-5874,p;l
0025-6153,p;l
0025-6196,p;l
0025-6285,p;l
0025-6293,p;l
0025-6455,p;l
0025-6501,p;l
0025-6544,p;l
0025-7079,p;l
0025-7125,p;l
0025-7273,p;l
0025-729X,p;l
0025-732X,p;l
0025-7680,p;l
0025-7753,p;l
0025-7818,p;l
0025-7826,p;l
0025-7834,p;l
0025-7931,p;l
0025-7974,p;l
0025-8024,p;l
0025-8172,p;l
0025-8296,p;l
0025-8385,p;l
0025-8431,p;l
0025-8628,p;l
0025-8938,p;l
0025-9284,p;l
0025-9454,p;l
0025-990X,p;l
0026-0452,p;l
0026-0495,p;l
0026-0657,p;l
0026-0673,p;l
0026-0746,p;l
0026-0843,p;l
0026-0894,p;l
0026-1068,p;l
0026-1165,p;l
0026-1238,p;l
0026-1270,p;l
0026-1335,p;l
0026-1386,p;l
0026-1394,p;l
0026-1424,p;l
0026-1521,p;l
0026-2234,p;l
0026-2285,p;l
0026-2420,p;l
0026-2617,p;l
0026-265X,p;l
0026-2714,p;l
0026-2803,p;l
0026-2862,p;l
0026-3141,p;l
0026-3206,p;l
0026-3648,p;l
0026-3672,p;l
0026-3982,p;l
0026-4040,p;l
0026-4075,p;l
0026-4326,p;l
0026-4423,p;l
0026-4563,p;l
0026-4598,p;l
0026-461X,p;l
0026-4695,p;l
0026-4806,p;l
0026-5187,p;l
0026-5535,p;l
0026-5667,p;l
0026-637X,p;l
0026-6493,p;l
0026-6620,p;l
0026-704X,p;l
0026-7074,p;l
0026-749X,p;l
0026-7694,p;l
0026-7724,p;l
0026-7902,p;l
0026-7910,p;l
0026-7929,p;l
0026-7937,p;l
0026-7961,p;l
0026-8232,p;l
0026-8577,p;l
0026-8933,p;l
0026-895X,p;l
0026-8976,p;l
0026-8984,p;l
0026-9247,p;l
0026-9255,p;l
0026-9298,p;l
0026-9301,p;l
0026-9611,p;l
0026-9662,p;l
0026-9891,p;l
0027-0520,p;l
0027-0644,p;l
0027-0741,p;l
0027-1314,p;l
0027-1322,p;l
0027-1330,p;l
0027-1349,p;l
0027-2000,p;l
0027-2671,p;l
0027-2841,p;l
0027-3171,p;l
0027-4054,p;l
0027-4089,p;l
0027-4224,p;l
0027-4321,p;l
0027-4380,p;l
0027-4631,p;l
0027-4771,p;l
0027-4801,p;l
0027-4909,p;l
0027-514X,p;l
0027-5247,p;l
0027-5344,p;l
0027-5514,p;l
0027-7622,p;l
0027-7630,p;l
0027-7738,p;l
0027-8424,p;l
0027-8874,p;l
0027-9501,p;l
0027-9684,p;l
0028-0283,p;l
0028-0615,p;l
0028-0739,p;l
0028-0836,p;l
0028-1042,p;l
0028-1298,p;l
0028-1344,p;l
0028-1522,p;l
0028-2162,p;l
0028-2448,p;l
0028-2677,p;l
0028-2685,p;l
0028-2715,p;l
0028-2766,p;l
0028-2804,p;l
0028-3045,p;l
0028-3517,p;l
0028-3746,p;l
0028-3754,p;l
0028-3770,p;l
0028-3835,p;l
0028-3843,p;l
0028-3851,p;l
0028-3878,p;l
0028-3886,p;l
0028-3908,p;l
0028-3932,p;l
0028-3940,p;l
0028-4793,p;l
0028-4866,p;l
0028-4939,p;l
0028-6060,p;l
0028-6087,p;l
0028-646X,p;l
0028-6885,p;l
0028-7881,p;l
0028-8047,p;l
0028-8144,p;l
0028-8233,p;l
0028-825X,p;l
0028-8276,p;l
0028-8306,p;l
0028-8330,p;l
0028-8446,p
0029-0092,p;l
0029-0726,p;l
0029-0831,p;l
0029-1951,p;l
0029-2001,p;l
0029-2397,p;l
0029-2559,p;l
0029-3156,p;l
0029-344X,p;l
0029-3571,p;l
0029-3652,p;l
0029-3970,p;l
0029-4470,p;l
0029-4527,p;l
0029-4586,p;l
0029-4624,p;l
0029-4802,p;l
0029-5035,p;l
0029-5132,p;l
0029-540X,p;l
0029-5450,p;l
0029-5493,p;l
0029-5515,p;l
0029-5566,p;l
0029-5639,p;l
0029-568X,p;l
0029-5922,p;l
0029-5973,p;l
0029-5981,p;l
0029-599X,p;l
0029-6236,p;l
0029-6465,p;l
0029-6473,p;l
0029-6554,p;l
0029-6562,p;l
0029-6570,p;l
0029-6643,p;l
0029-6651,p;l
0029-666X,p;l
0029-7704,p;l
0029-7828,p;l
0029-7844,p;l
0029-8018,p;l
0029-8077,p;l
0029-8115,p;l
0029-814X,p;l
0029-8182,p;l
0029-8247,p;l
0029-8514,p;l
0029-8549,p;l
0029-862X,p;l
0029-9138,p;l
0030-0675,p;l
0030-0950,p;l
0030-1299,p;l
0030-2228,p;l
0030-2414,p;l
0030-2465,p;l
0030-2813,p;l
0030-3526,p;l
0030-364X,p;l
0030-3747,p;l
0030-3755,p;l
0030-3887,p;l
0030-3917,p;l
0030-3992,p;l
0030-400X,p;l
0030-4018,p;l
0030-4026,p;l
0030-4387,p;l
0030-4727,p;l
0030-4948,p;l
0030-5227,p;l
0030-5316,p;l
0030-5375,p;l
0030-5472,p;l
0030-5685,p;l
0030-5898,p;l
0030-5987,p;l
0030-6002,p;l
0030-6053,p;l
0030-6126,p;l
0030-6428,p;l
0030-6525,p;l
0030-6622,p;l
0030-6657,p;l
0030-6665,p;l
0030-672X,p;l
0030-7270,p;l
0030-7416,p;l
0030-7653,p;l
0030-770X,p;l
0030-8129,p;l
0030-851X,p;l
0030-8684,p;l
0030-8730,p;l
0030-8803,p;l
0030-8870,p;l
0030-9230,p;l
0030-9311,p;l
0030-9346,p;l
0030-9648,p;l
0030-9729,p;l
0030-9923,p;l
0030-9982,p;l
0031-0182,p;l
0031-0220,p;l
0031-0239,p;l
0031-0301,p;l
0031-0328,p;l
0031-0387,p;l
0031-0506,p;l
0031-0514,p;l
0031-0522,p;l
0031-0603,p;l
0031-0808,p;l
0031-1049,p;l
0031-1057,p;l
0031-126X,p;l
0031-1294,p;l
0031-1723,p;l
0031-1820,p;l
0031-2037,p;l
0031-2290,p;l
0031-2746,p;l
0031-2789,p;l
0031-2983,p;l
0031-3025,p;l
0031-3203,p;l
0031-322X,p;l
0031-3831,p;l
0031-3939,p;l
0031-3955,p;l
0031-3998,p;l
0031-4005,p;l
0031-403X,p;l
0031-4056,p;l
0031-4528,p;l
0031-4587,p;l
0031-4749,p;l
0031-4773,p;l
0031-496X,p;l
0031-5125,p;l
0031-5303,p;l
0031-5362,p;l
0031-5826,p;l
0031-5850,p;l
0031-5982,p;l
0031-5990,p;l
0031-6016,p;l
0031-6768,p;l
0031-6849,p;l
0031-6873,p;l
0031-6903,p;l
0031-6911,p;l
0031-6970,p;l
0031-6997,p;l
0031-7012,p;l
0031-7136,p;l
0031-7144,p;l
0031-7217,p;l
0031-7454,p;l
0031-7683,p;l
0031-7705,p;l
0031-7977,p;l
0031-7985,p;l
0031-8019,p;l
0031-8035,p;l
0031-806X,p;l
0031-8094,p;l
0031-8108,p;l
0031-8116,p;l
0031-8159,p;l
0031-8191,p;l
0031-8205,p;l
0031-8213,p;l
0031-8221,p;l
0031-8248,p;l
0031-8256,p;l
0031-8388,p;l
0031-8655,p;l
0031-868X,p;l
0031-8868,p;l
0031-8884,p;l
0031-8949,p;l
0031-9007,p;l
0031-9015,p;l
0031-9023,p;l
0031-9104,p;l
0031-9120,p;l
0031-9155,p;l
0031-918X,p;l
0031-9201,p;l
0031-921X,p;l
0031-9228,p;l
0031-9317,p;l
0031-9333,p;l
0031-9376,p;l
0031-9384,p;l
0031-9406,p;l
0031-9422,p;l
0031-9457,p;l
0031-9465,p;l
0031-949X,p;l
0032-0447,p;l
0032-0544,p;l
0032-0633,p;l
0032-0781,p;l
0032-079X,p;l
0032-082X,p;l
0032-0862,p;l
0032-0889,p;l
0032-0935,p;l
0032-0943,p;l
0032-1052,p;l
0032-1257,p;l
0032-2024,p;l
0032-2032,p;l
0032-2156,p;l
0032-2202,p;l
0032-2474,p;l
0032-2490,p;l
0032-258X,p;l
0032-2687,p;l
0032-2725,p;l
0032-2806,p;l
0032-2970,p;l
0032-3063,p;l
0032-3179,p;l
0032-3187,p;l
0032-3195,p;l
0032-3217,p;l
0032-3233,p;l
0032-3241,p;l
0032-3292,p;l
0032-342X,p;l
0032-3470,p;l
0032-3497,p;l
0032-373X,p;l
0032-3772,p;l
0032-3780,p;l
0032-3861,p;l
0032-3888,p;l
0032-3896,p;l
0032-4000,p;l
0032-471X,p;l
0032-4728,p;l
0032-5155,p;l
0032-5422,p;l
0032-5449,p;l
0032-5473,p;l
0032-5481,p;l
0032-5791,p;l
0032-5899,p;l
0032-5910,p;l
0032-5929,p;l
0032-6313,p;l
0032-6518,p;l
0032-6739,p;l
0032-678X,p;l
0032-681X,p;l
0032-6895,p;l
0032-6984,p;l
0032-7034,p;l
0032-7786,p;l
0032-8332,p;l
0032-860X,p;l
0032-8855,p;l
0032-9452,p;l
0032-9460,p;l
0033-0124,p;l
0033-0205,p;l
0033-0620,p;l
0033-1538,p;l
0033-1783,p;l
0033-183X,p;l
0033-2097,p;l
0033-2100,p;l
0033-2135,p;l
0033-2143,p;l
0033-2151,p;l
0033-2496,p;l
0033-2526,p;l
0033-2615,p;l
0033-2674,p;l
0033-2720,p;l
0033-2747,p;l
0033-2828,p;l
0033-2836,p;l
0033-2852,p;l
0033-2879,p;l
0033-2909,p;l
0033-2917,p;l
0033-2925,p;l
0033-2933,p;l
0033-2941,p;l
0033-295X,p;l
0033-2968,p;l
0033-2984,p;l
0033-3042,p;l
0033-3085,p;l
0033-3123,p;l
0033-3158,p;l
0033-3174,p;l
0033-3190,p;l
0033-3204,p;l
0033-3298,p;l
0033-3352,p;l
0033-3506,p;l
0033-3549,p;l
0033-3565,p;l
0033-362X,p;l
0033-3735,p;l
0033-3883,p;l
0033-4545,p;l
0033-4553,p;l
0033-4987,p;l
0033-5177,p;l
0033-524X,p;l
0033-5533,p;l
0033-5606,p;l
0033-5614,p;l
0033-5630,p;l
0033-569X,p;l
0033-5770,p;l
0033-5835,p;l
0033-5894,p;l
0033-6041,p;l
0033-6297,p;l
0033-6572,p;l
0033-6807,p;l
0033-6882,p;l
0033-698X,p;l
0033-7587,p;l
0033-8222,p;l
0033-8230,p;l
0033-8338,p;l
0033-8362,p;l
0033-8389,p;l
0033-8397,p;l
0033-8419,p;l
0033-8443,p;l
0033-8451,p;l
0033-9008,p;l
0033-9423,p;l
0033-9873,p;l
0034-0006,p;l
0034-0111,p;l
0034-0553,p;l
0034-0561,p;l
0034-1193,p;l
0034-1258,p;l
0034-1843,p;l
0034-1967,p;l
0034-2971,p;l
0034-3404,p;l
0034-3536,p;l
0034-3552,p;l
0034-3617,p;l
0034-365X,p;l
0034-379X,p;l
0034-4087,p;l
0034-4125,p;l
0034-4257,p;l
0034-429X,p;l
0034-4338,p;l
0034-4346,p;l
0034-4877,p;l
0034-4885,p;l
0034-4893,p;l
0034-5210,p;l
0034-5237,p;l
0034-527X,p;l
0034-5288,p;l
0034-5318,p;l
0034-5806,p;l
0034-6233,p;l
0034-6446,p;l
0034-6527,p;l
0034-6535,p;l
0034-6543,p;l
0034-6551,p;l
0034-6586,p;l
0034-6632,p;l
0034-6659,p;l
0034-6667,p;l
0034-6705,p;l
0034-673X,p
0034-6748,p;l
0034-6764,p;l
0034-6861,p;l
0034-690X,p;l
0034-7000,p;l
0034-7140,p;l
0034-7167,p;l
0034-7191,p;l
0034-7280,p;l
0034-7329,p;l
0034-737X,p;l
0034-7388,p;l
0034-7418,p;l
0034-7426,p;l
0034-7434,p;l
0034-7450,p;l
0034-7507,p;l
0034-7515,p;l
0034-7531,p;l
0034-7590,p;l
0034-7612,p;l
0034-7701,p;l
0034-7744,p;l
0034-8082,p;l
0034-818X,p;l
0034-8198,p;l
0034-8236,p;l
0034-8244,p;l
0034-8309,p;l
0034-8325,p;l
0034-8341,p;l
0034-8376,p;l
0034-849X,p;l
0034-8570,p;l
0034-8597,p;l
0034-8619,p;l
0034-8635,p;l
0034-8910,p;l
0034-9356,p;l
0034-9372,p;l
0034-9380,p;l
0034-9461,p;l
0034-9631,p;l
0034-9690,p;l
0034-9712,p;l
0034-9887,p;l
0035-001X,p;l
0035-0052,p;l
0035-0451,p;l
0035-0737,p;l
0035-077X,p;l
0035-0893,p;l
0035-0907,p;l
0035-1121,p;l
0035-1326,p;l
0035-1423,p;l
0035-1458,p;l
0035-1466,p;l
0035-1571,p;l
0035-1598,p;l
0035-1601,p;l
0035-1652,p;l
0035-1725,p;l
0035-1776,p;l
0035-1849,p;l
0035-1865,p;l
0035-2004,p;l
0035-2063,p;l
0035-2195,p;l
0035-2209,p;l
0035-2357,p;l
0035-2381,p;l
0035-2624,p;l
0035-2640,p;l
0035-2764,p;l
0035-2829,p;l
0035-2942,p;l
0035-2950,p;l
0035-2969,p;l
0035-3264,p;l
0035-3639,p;l
0035-3787,p;l
0035-3833,p;l
0035-3841,p;l
0035-3906,p;l
0035-3930,p;l
0035-3957,p;l
0035-3965,p;l
0035-4066,p;l
0035-418X,p;l
0035-4295,p;l
0035-449X,p;l
0035-4511,p;l
0035-4902,p;l
0035-5038,p;l
0035-5267,p;l
0035-5895,p;l
0035-6085,p;l
0035-6190,p;l
0035-6212,p;l
0035-6220,p;l
0035-6239,p;l
0035-6247,p;l
0035-6298,p;l
0035-6484,p;l
0035-6492,p;l
0035-6557,p;l
0035-6573,p;l
0035-6697,p;l
0035-676X,p;l
0035-6794,p;l
0035-6808,p;l
0035-6875,p;l
0035-6883,p;l
0035-7073,p;l
0035-7529,p;l
0035-7596,p;l
0035-7685,p;l
0035-7707,p;l
0035-7715,p;l
0035-7995,p;l
0035-8002,p;l
0035-8118,p;l
0035-8126,p;l
0035-8533,p;l
0035-8711,p;l
0035-8843,p;l
0035-8991,p;l
0035-9009,p;l
0035-9149,p;l
0035-9173,p;l
0035-919X,p;l
0035-9203,p;l
0035-9211,p;l
0035-922X,p;l
0035-9254,p;l
0035-9351,p;l
0035-9475,p;l
0035-9572,p;l
0035-9599,p;l
0036-0112,p;l
0036-0163,p;l
0036-021X,p;l
0036-0236,p;l
0036-0244,p;l
0036-0252,p;l
0036-0279,p;l
0036-0295,p;l
0036-0341,p;l
0036-1399,p;l
0036-1410,p;l
0036-1429,p;l
0036-1445,p;l
0036-3375,p;l
0036-3529,p;l
0036-3634,p;l
0036-4665,p;l
0036-472X,p;l
0036-5483,p;l
0036-5513,p;l
0036-5521,p;l
0036-5564,p;l
0036-5637,p;l
0036-5653,p;l
0036-6803,p;l
0036-6978,p;l
0036-7281,p;l
0036-7818,p;l
0036-794X,p;l
0036-8075,p;l
0036-8237,p;l
0036-8326,p;l
0036-8504,p;l
0036-8709,p;l
0036-8733,p;l
0036-8792,p;l
0036-9241,p;l
0036-9276,p;l
0036-9292,p;l
0036-9306,p;l
0036-9330,p;l
0036-9543,p;l
0036-9764,p;l
0036-9772,p;l
0037-0738,p;l
0037-0746,p;l
0037-0894,p;l
0037-1017,p;l
0037-1106,p;l
0037-1912,p;l
0037-1939,p;l
0037-1963,p;l
0037-198X,p;l
0037-1998,p;l
0037-2072,p;l
0037-3052,p;l
0037-3222,p;l
0037-4466,p;l
0037-4806,p;l
0037-5330,p;l
0037-5349,p;l
0037-5411,p;l
0037-5497,p;l
0037-5675,p;l
0037-5756,p;l
0037-6736,p;l
0037-6744,p;l
0037-6752,p;l
0037-6779,p;l
0037-6787,p;l
0037-6795,p;l
0037-6922,p;l
0037-6973,p;l
0037-6981,p;l
0037-699X,p;l
0037-7031,p;l
0037-7317,p;l
0037-7651,p;l
0037-7686,p;l
0037-7732,p;l
0037-7791,p;l
0037-783X,p;l
0037-7910,p;l
0037-7961,p;l
0037-8046,p;l
0037-8054,p;l
0037-8682,p;l
0037-8712,p;l
0037-8984,p;l
0037-9069,p;l
0037-9174,p;l
0037-9271,p;l
0037-9409,p;l
0037-9484,p;l
0037-9565,p
0037-9603,p;l
0037-976X,p;l
0037-9808,p;l
0037-9980,p;l
0038-0121,p;l
0038-0156,p;l
0038-0199,p;l
0038-0229,p;l
0038-0237,p;l
0038-0245,p;l
0038-0253,p;l
0038-0261,p;l
0038-0288,p;l
0038-0296,p;l
0038-0318,p;l
0038-0342,p;l
0038-0377,p;l
0038-0385,p;l
0038-0407,p;l
0038-0474,p;l
0038-0644,p;l
0038-0717,p;l
0038-0741,p;l
0038-0768,p;l
0038-0806,p;l
0038-0814,p;l
0038-0830,p;l
0038-092X,p;l
0038-0938,p;l
0038-0946,p;l
0038-1098,p;l
0038-1101,p;l
0038-1527,p;l
0038-1586,p;l
0038-1861,p;l
0038-1969,p;l
0038-2221,p;l
0038-2280,p;l
0038-2329,p;l
0038-2353,p;l
0038-2361,p;l
0038-271X,p;l
0038-2876,p;l
0038-3317,p;l
0038-366X,p;l
0038-3678,p;l
0038-3910,p;l
0038-4038,p;l
0038-4186,p;l
0038-4283,p;l
0038-4348,p;l
0038-478X,p;l
0038-4909,p;l
0038-4941,p;l
0038-6073,p;l
0038-609X,p;l
0038-6308,p;l
0038-7010,p;l
0038-7134,p;l
0038-7479,p;l
0038-9056,p;l
0038-9145,p;l
0038-9765,p;l
0038-982X,p;l
0039-0402,p;l
0039-0690,p;l
0039-128X,p;l
0039-1735,p;l
0039-2103,p;l
0039-2316,p;l
0039-2472,p;l
0039-2480,p;l
0039-2499,p;l
0039-2618,p;l
0039-2936,p;l
0039-2944,p;l
0039-3037,p;l
0039-3169,p;l
0039-3185,p;l
0039-3193,p;l
0039-3207,p;l
0039-3215,p;l
0039-3223,p;l
0039-3258,p;l
0039-3266,p;l
0039-3274,p;l
0039-3320,p;l
0039-3339,p;l
0039-3363,p;l
0039-3371,p;l
0039-338X,p;l
0039-3533,p;l
0039-3541,p;l
0039-3606,p;l
0039-3630,p;l
0039-3657,p;l
0039-3665,p;l
0039-3681,p;l
0039-3738,p;l
0039-3746,p;l
0039-3762,p;l
0039-3819,p;l
0039-3827,p;l
0039-405X,p;l
